ID,STATE,PROPERTYNAME,CITY,INCOME_REPORTED_PCT,MEDIAN_INC,UNITS_INC_0_5K_PCT,UNITS_INC_5K_10K_PCT,UNITS_INC_10K_15K_PCT,UNITS_INC_15_20K_PCT,UNITS_INC_GRT_20K_PCT
34939,CA,CITRUS GROVE APARTMENTS,ORANGE,98.2,53860.5,-4,-4,0,-4,92.9
20731,CA,CITRUS MANOR,SUSANVILLE,94.3,11944.5,-4,-4,32,-4,26
16786,CA,CITRUS TREE APARTMENTS,VENTURA,28.2,33837,0,0,-4,-4,81.8
39289,CA,CITY CENTER PLAZA,REDWOOD CITY,100,54160,0,0,-4,-4,86.4
11318,CA,CITY GARDENS APARTMENTS,SANTA ANA,43.8,35455.5,0,-4,10.8,-4,85.8
16146,CA,CITY HEIGHTS 10,SAN DIEGO,97.6,26365.5,-4,-4,17.7,11.3,67.7
28871,CA,CITY TOWERS,OAKLAND,23.9,11424,-4,21.8,32.7,-4,25.5
40298,CA,CITY YARD WORKFORCE HOUSING,BUENA PARK,97.5,30000,0,0,-4,-4,74.4
13357,CA,CITYVIEW APARTMENTS FKA BRETHREN MANOR,LONG BEACH,97.9,17540,0,-4,35.4,-4,37.2
13455,CA,CIVIC CENTER 14 TOD,OAKLAND,95.2,19782,-4,0,-4,-4,-4
12938,CA,CIVIC CENTER RESIDENCE,SAN FRANCISCO,78.8,11425,7.2,11.8,60.5,7.2,13.2
34135,CA,CL DELLUMS APARTMENTS,OAKLAND,94.4,11181,-4,-4,73.5,0,-4
11793,CA,CLARA COURT,CUDAHY,97.1,17023,0,0,44.1,-4,-4
28876,CA,CLAREMONT VILLAGE APARTMENTS,CLAREMONT,99.3,13748,7.6,9,37.2,20.7,25.5
20781,CA,CLAREMONT VILLAS SENIOR,CLAREMONT,93.4,19296,-4,-4,28.4,17,46.1
32408,CA,CLAYTON CROSSING,CONCORD,22,51840,0,0,-4,0,-4
4052,CA,CLAYTON VILLA APARTMENTS,CONCORD,100,11421,-4,-4,53.8,27.5,-4
4947,CA,CLEARLAKE APARTMENTS,CLEARLAKE,43.7,10920,-4,-4,35.5,-4,-4
21621,CA,CLINTON COMMONS,OAKLAND,100,27214.5,-4,-4,-4,-4,57.4
11790,CA,CLINTON FAMILY,MECCA,98.3,33695,-4,-4,-4,-4,89.7
16306,CA,CLINTON FAMILY APARTMENTS,LOS ANGELES,100,25200,0,-4,-4,-4,71.4
30021,CA,CLOVERDALE FAMILY APARTMENTS,CLOVERDALE,-4,30973,0,0,0,-4,-4
33034,CA,CLOVERDALE GARDEN APARTMENTS,CLOVERDALE,97,14578,0,-4,50,-4,-4
5891,CA,CLOVIS SENIOR APARTMENTS,CLOVIS,100,15951.5,0,-4,40,42,-4
8144,CA,COACHELLA COMMUNITY HOMES APARTMENTS,COACHELLA,100,21562,-4,-4,21.2,-4,53.5
23256,CA,COASTSIDE APARTMENTS MOONRIDGE I,HALF MOON BAY,100,70029,0,-4,0,-4,97.5
25182,CA,COASTSIDE SENIOR HOUSING,HALF MOON BAY,100,13680,-4,-4,35.9,-4,33.3
34563,CA,COBBLESTONE 2016 LP,ANAHEIM,30.2,22227,0,-4,-4,-4,-4
28197,CA,COBBLESTONE VILLAGE,ESCONDIDO,100,37716.5,0,0,0,-4,-4
33449,CA,COBBLESTONE VILLAGE APARTMENTS,ESCONDIDO,100,37716.5,0,0,0,-4,-4
5732,CA,COCHRAN CITY LIGHTS,LOS ANGELES,100,40645,0,-4,0,0,-4
28145,CA,COCHRANE VILLAGE,MORGAN HILL,98.9,55949,0,0,-4,-4,93.5
5683,CA,COGGINS SQUARE APARTMENTS,WALNUT CREEK,97.1,23581,-4,-4,20.9,20.9,55.2
148,CA,COIT APARTMENTS,OAKLAND,98.1,30712,-4,-4,22.3,-4,67
11585,CA,COLDEN OAKS,LOS ANGELES,100,34736,-4,0,-4,-4,81.1
29081,CA,COLGAN MEADOWS,SANTA ROSA,97.6,33413,0,-4,14.8,-4,74.1
34136,CA,COLINA VISTA APARTMENTS,PIRU,100,48906.5,0,0,-4,-4,94.1
36290,CA,COLISEUM GARDENS PHASE II AKA LION CREEK CROSSINGS,OAKLAND,96.6,24695,-4,-4,21.3,12.8,56
34516,CA,COLLEGE MANOR APARTMENTS,ROCKLIN,50,11844,-4,-4,-4,-4,-4
10647,CA,COLLEGE PARK APARTMENTS,LANCASTER,97.3,22885.5,-4,-4,20,-4,56.4
150,CA,COLLEGE PARK APARTMENTS,DINUBA,97.3,22885.5,-4,-4,20,-4,56.4
16371,CA,COLLEGE VIEW APARTMENTS,MARYSVILLE,94.2,13520,-4,-4,32.1,22.2,25.9
1674,CA,COLONIA CORONA APARTMENTS,NO HOLLYWOOD,100,25229,0,-4,-4,18.2,65.7
11854,CA,COLONIA SAN MARTIN,SACARAMENTO,94.9,11802.5,0,-4,48.2,-4,33.9
97,CA,COLONIA SAN MARTIN,SACRAMENTO,94.9,11802.5,0,-4,48.2,-4,33.9
17201,CA,COLONIAL HOUSE,OXNARD,97.7,30049.5,0,0,-4,-4,88.1
32508,CA,COLONIAL VILLAGE AUBURN,AUBURN,34.5,32735,0,0,0,-4,-4
29663,CA,COLONIAL VILLAGE ROSEVILLE,ROSEVILLE,20,32490,0,0,0,0,100
34083,CA,COLONIAL VILLAGE ROSEVILLE,ROSVILLE,20,32490,0,0,0,0,100
11418,CA,COLUMBIA PARK APARTMENTS,SAN FRANCISCO,100,87013,0,0,0,-4,-4
131,CA,COLUMBIA PLACE,LOS ANGELES,95.3,49200,0,0,0,0,100
18302,CA,COLUMBIA VILLAGE,SONORA,-4,20976,0,0,0,0,-4
33456,CA,COLUSA AVENUE APARTMENTS,CHOWCHILLA,84.2,7932,-4,37.5,-4,-4,-4
17,CA,COLUSA DEL REY,COLUSA,17.5,24651.5,0,0,-4,-4,-4
4726,CA,COLUSA GARDEN,COLUSA,94.7,13673,-4,-4,33.7,22.5,24.7
8816,CA,COMFREY SENIOR LIVING,GALT,95.7,18398,0,0,-4,-4,43.2
22464,CA,COMMUNITY ARMS APARTMENTS,PASADENA,96.1,15967,-4,-4,25.8,14.5,37.9
24984,CA,COMMUNITY GARDEN TOWERS,ORANGE,98.8,11412,-4,-4,52.1,31.4,10.7
23719,CA,COMPTON GARDEN,COMPTON,77.8,38999,0,0,0,-4,-4
25393,CA,COMPTON SENIOR APARTMENTS,COMPTON,98.7,20687,0,0,21.6,24.3,54.1
13408,CA,CONCORD APARTMENTS,LOS ANGELES,73,11181,22.9,-4,36.3,-4,22.9
16790,CA,CONCORD HUNTINGTON PARK APARTMENTS,HUNTINGTON PARK,100,11412,0,-4,70.6,15,-4
11638,CA,CONGREGATIONAL TOWER,CHULA VISTA,99.3,11481.5,-4,-4,60.3,20.5,11.6
5103,CA,CONNECTIONS HOUSING,SAN DIEGO,76.4,11181,22.1,-4,67.6,-4,-4
20340,CA,CONNELL APARTMENTS,MISSING,100,37389,0,-4,-4,-4,74.1
6923,CA,CONTINENTAL GARDENS APARTMENTS,STANTON,11.9,30849,-4,-4,-4,-4,71.4
17666,CA,COPELAND CREEK APARTMENTS,ROHNERT PARK,97.6,16790,-4,-4,35.2,18.8,39.4
32152,CA,COPELLO SQUARE,ANGELS CAMP,100,11284,-4,-4,36.7,-4,24.5
1341,CA,COPPER CREEK 4 APARTMENTS,SAN MARCOS,97.9,32874,0,-4,12.6,-4,74.1
20832,CA,COPPER CREEK 9 APARTMENTS,SAN MARCOS,100,35183,-4,-4,-4,-4,76.2
39081,CA,COPPER SQUARE APARTMENTS,LANCASTER,96,30713,-4,-4,20.7,6.2,66.8
21729,CA,COPPERSTONE VILLAGE I FAMILY APARTMENTS,SACRAMENTO,98,35123.5,-4,-4,-4,-4,84
24442,CA,CORAL MOUNTAIN APARTMENTS,LA QUINTA,97.1,36152,-4,0,-4,-4,92.3
40087,CA,CORAL WOOD COURT APARTMENTS,RESEDA,97.1,30387,-4,-4,13.1,11.1,71.7
18146,CA,CORDE TERRA FAMILY APARTMENTS,SAN JOSE,99.3,30182,-4,-4,18.9,9.5,67.6
21620,CA,CORDOVA APARTMENTS,SELMA,100,24509.5,-4,-4,-4,13.8,71.3
1616,CA,CORDOVA MEADOWS APARTMENTS,RANCHO CORDOVA,9.2,18769,0,0,-4,-4,-4
39394,CA,CORDOVA MEADOWS APARTMENTS,RANCHO CORDVOA,9.2,18769,0,0,-4,-4,-4
8149,CA,CORNERSTONE APARTMENT HOMES,ANAHEIM,100,27586,0,0,-4,-4,77.1
18101,CA,CORNERSTONE AT JAPANTOWN,SAN JOSE,100,45628.5,0,0,-4,-4,94.2
34837,CA,CORNERSTONE PLACE,EL CAJON,100,26417,-4,0,-4,21.7,68.1
35968,CA,CORNING GARDEN APARTMENTS,CORNING,97.4,10346,-4,34.2,-4,-4,-4
34615,CA,CORONA DE ORO APARTMENTS,CORONA,100,42747,-4,-4,-4,-4,84.5
29715,CA,CORONA RANCH   WASHINGTON CREEK   SCATTERED SITE,PETALUMA,99,46306.5,-4,-4,-4,-4,86.3
29035,CA,CORONADO PLACE APARTMENTS,LOS ANGELES,100,31330,-4,-4,-4,-4,72.5
29872,CA,CORONADO PLAZA,LOS ANGELES,100,24919.5,0,0,-4,-4,68.5
28306,CA,CORONADO SENIOR,CORONADO,100,29351,0,0,-4,-4,75.9
16094,CA,CORONADO TERRACE,SAN DIEGO,96.5,14072,7.4,17.4,28.1,10.7,36.5
1250,CA,CORONEL APARTMENTS,LOS ANGELES,100,27996,-4,-4,-4,-4,79.2
15942,CA,CORONITA FAMILY APARTMENTS,LOS ANGELES,100,26457.5,0,0,-4,-4,90
28825,CA,CORRALITOS CREEK APARTMENTS,FREEDOM,100,61050,0,-4,-4,-4,90.5
12942,CA,CORSAIR PARK SENIOR APARTMENTS,NORTH HIGHLANDS,100,18026,0,-4,38.7,-4,35.1
34295,CA,CORTEZ CITY LIGHTS,LOS ANGELES,95.2,47558,0,0,-4,0,-4
8246,CA,CORTINA D ARROYO,ARROYO GRANDE,100,18713,0,-4,29.8,-4,42.1
34029,CA,COTTAGE ESTATES,SACRAMENTO,96,33180,-4,0,-4,9.7,81.3
5151,CA,COTTAGE GARDENS APTS,SANTA BARBARA,100,17335,0,-4,-4,-4,-4
22776,CA,COTTAGES AT CYPRESS,FORT BRAGG,100,15728,-4,-4,-4,-4,-4
72,CA,COTTONS POINT SENIOR APARTMENTS,SAN CLEMENTE,100,19696,0,-4,24,-4,48
23774,CA,COTTONWOOD COURT APARTMENTS,BAKERSFIELD,84.1,18732,-4,-4,21.7,18.8,46.4
20886,CA,COTTONWOOD CREEK,MADERA,97.5,30090,0,-4,-4,-4,66.7
33292,CA,COTTONWOOD CREEK APARTMENTS,SUISUN CITY,93.8,22906,0,-4,-4,26.2,59
1332,CA,COTTONWOOD GARDENS,BAKERSFIELD,86,17667,-4,-4,31.1,25.7,36.5
23306,CA,COTTONWOOD GROVE,CLOVIS,100,21082,0,0,-4,-4,57.7
34930,CA,COTTONWOOD PARK APARTMENTS,PLACERVILLE,93.6,29178,0,-4,-4,-4,76.7
6717,CA,COTTONWOOD PLACE,FREMONT,98.5,19350.5,-4,-4,23.3,21.3,49
2333,CA,COTTONWOOD PLACE,MORENO VALLEY,98.5,19350.5,-4,-4,23.3,21.3,49
13250,CA,COTTONWOOD PLACE II,MORENO VALLEY,85,24480,-4,-4,-4,-4,70.6
136,CA,COTTONWOOD PLACE III,MORENO VALLEY,89.5,20400,-4,-4,-4,27.5,51
18147,CA,COTTONWOOD PLACE IV,MORENO VALLEY,88.9,23960,0,-4,-4,-4,55
6875,CA,COTTONWOOD SENIOR APARTMENTS,PLACERVILLE,98.8,15330,0,0,47.5,31.3,21.3
8251,CA,COTTONWOOD TERRACE AKA CAMELLIA TERRACE APARTMENTS,BAKERSFIELD,88.2,11181,-4,-4,86.7,0,0
20892,CA,COTTONWOOD VILLAGE AKA CAMELLIA VILLAGE APARTMENTS,BAKERSFIELD,88,24960,-4,-4,-4,-4,69.9
4900,CA,COUNTRY CLUB,OCEANSIDE,69.7,28900,0,-4,-4,-4,72.6
1425,CA,COUNTRY MANOR,TULARE,69.2,18272,-4,-4,-4,-4,40.7
38927,CA,COUNTRYSIDE APARTMENTS,EL CENTRO,98.6,12946,-4,21.1,25.4,-4,33.8
34616,CA,COUNTRYWOOD VILLAGE APARTMENTS,SACRAMENTO,97.9,20325,-4,-4,28.6,9.2,51.2
13151,CA,COURIER PLACE APARTMENTS,CLAREMONT,98.6,19805,0,-4,-4,27.4,49.3
22612,CA,COURSON ARTS COLONY EAST,PALMDALE,92.5,19188,-4,-4,20.3,20.3,43.2
13260,CA,COURSON ARTS COLONY WEST CAC WEST,PALMDALE,100,19154,-4,-4,23.3,-4,48.3
1383,CA,COURT AND PARADISE APARTMENTS,VISALIA,100,25626,-4,-4,-4,-4,70
16366,CA,COURT AND PARADISE APARTMENTS,VIALIA,100,25626,-4,-4,-4,-4,70
17210,CA,COURT STREET APARTMENTS,LOS ANGELES,100,54388,0,0,0,0,100
5885,CA,COURTLAND CITY LIGHTS,LOS ANGELES,100,50939,0,0,0,-4,-4
1254,CA,COURTLAND HOTEL,LOS ANGELES,96.9,11181,-4,-4,51.6,-4,15.1
8198,CA,COURTLAND STREET APARTMENTS,ARROYO GRANDE,100,27829,0,-4,-4,-4,62.9
13404,CA,COURTYARD APARTMENTS,FULLERTON,100,45676.5,0,-4,-4,-4,92.5
1409,CA,COURTYARD APTS,CAMARILLO,100,39468,0,0,-4,-4,81.8
32407,CA,COURTYARD PLAZA APARTMENTS,SAN JOSE,100,44721,-4,0,-4,-4,83.8
23149,CA,COURTYARDS AT CYPRESS GROVE,OAKLEY,94.7,36815.5,0,0,-4,-4,77.8
17260,CA,COURTYARDS AT PENN VALLEY,PENN VALLEY,97.6,25765,-4,-4,-4,-4,70
11685,CA,COVENANT MANOR,LONG BEACH,100,11425,0,-4,72.7,-4,15.2
32455,CA,COVENTRY COURT LUXURY SENIOR,TUSTIN,100,25000,-4,-4,-4,17.5,68
11213,CA,COVENTRY HEIGHTS,WESTMINSTER,98.7,18770,-4,-4,31.1,36.5,25.7
13153,CA,COVENTRY PLACE APARTMENTS,BAKERSFIELD,99.1,19959,-4,-4,21.7,21.7,49.6
18195,CA,COVENTRY PLACE APARTMENTS,CLOVIS,99.1,19959,-4,-4,21.7,21.7,49.6
36443,CA,COY D ESTES SENIOR HOUSING,UPLAND,100,18752.5,0,-4,-4,32.1,39.3
21934,CA,COYOTE RUN I APARTMENTS,PALM SPRINGS,98.6,34557,-4,-4,-4,-4,86.1
21771,CA,COYOTE RUN II APARTMENTS,PALM SPRINGS,100,41893,0,-4,-4,-4,76.9
36449,CA,COYOTE VALLEY HOMES I,REDWOOD VALLEY,98,7694,0,64.6,-4,-4,22.9
2225,CA,CRAIG GARDENS,CAMPBELL,100,19453,0,0,20.2,33.7,46.1
25028,CA,CRANE TERRACE,TURLOCK,97.7,16299.5,0,0,42.9,-4,-4
13354,CA,CRANES LANDING APARTMENTS,LODI,100,16057,0,0,44.3,36.7,19
40300,CA,CREAMERY ROW TOWNHOMES,ARCATA,94.4,26837,0,-4,-4,-4,64.7
32509,CA,CREEKSIDE APARTMENTS,ALBANY,87.2,27702.5,-4,-4,12.9,13.3,68.2
4267,CA,CREEKSIDE APARTMENTS,TEMECULA,87.2,27702.5,-4,-4,12.9,13.3,68.2
17818,CA,CREEKSIDE APARTMENTS,MADERA,87.2,27702.5,-4,-4,12.9,13.3,68.2
126,CA,CREEKSIDE APARTMENTS,CATHEDRAL CITY,87.2,27702.5,-4,-4,12.9,13.3,68.2
13462,CA,CREEKSIDE APTS,RED BLUFF,98.3,25798,0,-4,-4,-4,67.8
36341,CA,CREEKSIDE AT MEADOW PARK,NOVATO,100,51367,0,-4,-4,-4,88.2
100,CA,CREEKSIDE TRAILS,SAN DIEGO,98,32124,0,-4,-4,-4,79.2
36592,CA,CREEKSIDE VILLAGE APARTMENTS,LOS ALAMOS,100,37674,0,-4,-4,-4,84.2
27666,CA,CREEKSIDE VILLAGE SENIOR APARTMENTS,SACRAMENTO,97.3,17190,-4,-4,40.8,23.6,34.8
18253,CA,CREEKVIEW,ARBUCKLE,100,16264,-4,-4,-4,-4,40
22556,CA,CREEKVIEW INN,SAN JOSE,88,11514.5,-4,-4,63.6,-4,-4
122,CA,CREEKVIEW MANOR FOLSOM SR,FOLSOM,100,19010,0,-4,33.6,-4,36.5
35295,CA,CRENSHAW FAMILY APARTMENTS,LOS ANGELES,100,30326,0,0,-4,-4,64.5
25136,CA,CRENSHAW VILLAS,LOS ANGELES,100,23094,0,0,-4,-4,63.3
21052,CA,CRESCENT ARMS,LOS ANGELES,99.5,11177,0,12.6,62.3,12,13.1
36491,CA,CRESCENT CITY SENIOR APARTMENTS,CRESCENT CITY,100,12196,0,0,76.3,-4,-4
8355,CA,CRESCENT HOTEL,LOS ANGELES,69.6,2652,-4,0,-4,0,-4
34515,CA,CRESCENT MANOR APARTMENTS,SAN FRANCISCO,97.8,11421,-4,-4,78,-4,-4
20732,CA,CRESCENT PARK APARTMENTS,RICHMOND,87.3,17141,12.6,10.4,24.3,8.8,43.8
18255,CA,CRESCENT VILLAGE,LOS ANGELES,99.1,26773.5,0,-4,20,-4,62.7
34782,CA,CREST APARTMENTS,LOS ANGELES,96.6,11181,26.3,-4,57.9,-4,-4
21095,CA,CREST AVENUE APARTMENTS,MORGAN HILL,97.9,41990,0,0,-4,-4,87.2
20834,CA,CRESTON GARDEN APARTMENTS,PASO ROBLES,96.4,24654,-4,-4,-4,-4,62.3
32353,CA,CROCKER OAKS APARTMENTS,RSEVILLE,99.2,39520,0,0,-4,-4,82.9
125,CA,CROCKER OAKS APARTMENTS,ROSEVILLE,99.2,39520,0,0,-4,-4,82.9
32301,CA,CROSSING AT NORTH LOOP,ANTELOPE,91,29640,0,-4,16.8,-4,69.3
23714,CA,CROSSINGS AT MADERA,MADERA,96.8,36016,0,0,0,0,100
108,CA,CROSSINGS AT MORGAN HILL,MORGAN HILL,100,42763.5,0,0,-4,0,-4
29657,CA,CROSSINGS ON ASTON,SANTA ROSA,100,42042,0,0,-4,0,-4
35301,CA,CROSSROAD GARDENS,SACRAMENTO,100,27296,-4,0,29.1,-4,63.6
12370,CA,CROSSWOOD APARTMENTS,WOODLAND,91.5,12987,-4,-4,44.2,-4,32.6
18563,CA,CUATRO VIENTOS,LOS ANGELES,95.8,36686,0,0,-4,-4,87
20943,CA,CUEVA DE OSO FKA SHOCKLEY TERRACE,SELMA,95.7,12977,-4,-4,24.4,-4,33.3
4997,CA,CURRAN HOUSE,SAN FRANCISCO,98.5,24920,0,-4,27.3,-4,57.6
28412,CA,CURTIS JOHNSON APARTMENTS,LOS ANGELES,92.6,11181,-4,-4,48,-4,-4
5787,CA,CURTIS PARK COURT,SACRAMENTO,97.8,16777,0,0,42,19.3,38.6
38831,CA,CURTNER STUDIOS,SAN JOSE,93.3,15096.5,-4,-4,37.3,12,39.2
1390,CA,CYNARA COURT,CASTROVILLE,100,34532,0,-4,-4,-4,78.9
5100,CA,CYPRESS APARTMENTS FKA 1435 IMPERIAL,SAN DIEGO,68.9,10720.5,35.7,-4,42.9,-4,-4
5736,CA,CYPRESS COURT,LOMPOC,100,15740,0,-4,40.7,-4,32.2
22511,CA,CYPRESS COVE,TULARE,100,15853,0,0,-4,-4,-4
12983,CA,CYPRESS GARDENS,SAN JOSE,98.4,11328,-4,-4,61.5,21.3,-4
38977,CA,CYPRESS MEADOWS,VENTURA,96.1,22206,0,-4,-4,22.2,57.6
36340,CA,CYPRESS RIDGE,SANTA ROSA,98.3,40498.5,0,-4,-4,-4,78.4
5316,CA,CYPRESS SENIOR LIVING,GLENDALE,100,13542,0,0,-4,-4,-4
89,CA,CYPRESS SPRINGS APARTMENTS,RIVERSIDE,99,33653,0,0,-4,-4,82.7
27710,CA,CYPRESS VILLA 2016LP,LA HABRA,100,42834,0,0,-4,-4,95.8
13515,CA,D1 SENIOR IRVINE HOUSING,IRVINE,100,30746,0,-4,14.9,-4,77.3
38987,CA,DAHLIA COURT II,CARPINTERIA,100,35180.5,-4,-4,-4,-4,78.1
11529,CA,DALT HOTEL,SAN FRANCISCO,92.7,12948,-4,-4,51.2,14,25
6722,CA,DANA STRAND SENIOR APARTMENTS,WILMINGTON,98,11540.5,-4,-4,66.7,12.5,-4
16484,CA,DANBURY PARK APARTMENTS,ANTELOPE,98.6,33652,0,-4,-4,8.8,83.2
40194,CA,DAWSON AVENUE SENIOR APARTMENTS,SAN DIEGO,95.4,16008,-4,-4,39.8,25.3,30.1
10798,CA,DAY STREET APARTMENTS,TUJUNGA,84.4,11181,-4,0,73.7,-4,0
5682,CA,DAYBREAK APARTMENTS,MCFARLAND,96.7,24446.5,0,-4,-4,-4,72.4
28361,CA,DAYBREAK GROVE SUNRISE PLACE,ESCONDIDO,100,30000,0,0,-4,-4,81
40854,CA,DE ANZA HOTEL,CALEXICO,100,11485,0,-4,62.4,25.8,-4
152,CA,DE LA VINA FRAIL SENIORS REAPP 97 233,SANTA BARBARA,90.7,13598.5,0,-4,58,29.5,-4
21042,CA,DEANZA GARDENS,BAY POINT,98.9,46458,-4,0,-4,-4,89.8
38826,CA,DECRO LONG BEACH PORTFOLIO,LONG BEACH,95.7,30038,-4,-4,22,8.4,63.4
29711,CA,DECRO NORDHOFF APTS,LOS ANGELES,100,43567,0,0,-4,-4,81.1
34521,CA,DEER VIEW PARK APARTMENTS,PLACERVILLE,95.8,12270,-4,-4,39.1,-4,30.4
21051,CA,DEL CARLO COURT,SAN FRANCISCO,100,54626,0,0,-4,0,-4
34784,CA,DEL MONTE SENIOR HOUSING,ALAMEDA,96.7,12784,-4,-4,44.8,-4,-4
146,CA,DEL NIDO APARTMENTS,SANTA ROSA,98,13502,-4,-4,51,9.5,35
25287,CA,DEL NORTE PLACE,EL CERRITO,100,35500,0,0,-4,0,-4
39031,CA,DEL PRADO   DELTA MANOR,SAN DIEGO,100,14800,-4,-4,40.7,-4,42
2337,CA,DEL REY SQUARE SENIOR HOUSING,LOS ANGELES,99.2,12004.5,0,-4,58.2,-4,18.9
16901,CA,DEL RIO TERRACE APARTMENTS,SAN LUIS OBISPO,100,13097.5,-4,-4,50,-4,-4
38829,CA,DEL SOL,SAN DIEGO,97.7,38594.5,0,-4,13.1,-4,77.4
34929,CA,DELANO GARDENS,DELANO,98.7,14633,-4,18.9,25.7,-4,33.8
16152,CA,DELAWARE PACIFIC,SAN MATEO,94.9,39751,0,-4,-4,-4,80.4
5212,CA,DELIVERANCE TEMPLE,RICHMOND,98.8,17394,-4,19,20.3,-4,41.8
22993,CA,DELMAS PARK APARTMENTS,SAN JOSE,96.7,46612,0,-4,10.2,-4,79.7
35300,CA,DELTA PINES ANTIOCH SYCAMORE WOODS LP,ANTIOCH,97.8,34424,-4,-4,18.6,-4,67.2
29812,CA,DELTA VIEW APARTMENTS,ANTIOCH,93,28937,-4,-4,7,-4,85
7035,CA,DELTA VILLAGE APARTMENTS,STOCKTON,100,19785,-4,-4,22.8,21.5,48.1
29770,CA,DELTA VISTA MANOR,LINDSAY,97.4,20993,-4,-4,-4,-4,54.1
28403,CA,DENT COMMONS,SAN JOSE,87.5,32933,-4,-4,-4,-4,57.1
36018,CA,DEPOT AT SANTIAGO APARTMENTS,SANTA ANA,95.7,38312,-4,0,-4,-4,82.1
5423,CA,DEREK SILVA COMMUNITY,SAN FRANCISCO,91.4,11584,0,-4,66,-4,-4
29038,CA,DERIAN APARTMENTS,IRVINE,100,36154,0,-4,-4,-4,88.6
15996,CA,DEROSE GARDENS,SAN JOSE,97.8,21215,0,0,-4,-4,52.3
18097,CA,DESCANSO PLACE,BAKERSFIELD,98.1,24000,0,-4,-4,21.2,65.4
25181,CA,DESCANSO PLACE II,BAKERSFIELD,100,22785,0,-4,0,-4,75
27467,CA,DESCANSO PLACE III,BAKERSFIELD,97,24380,0,-4,-4,-4,71.9
5941,CA,DESCANSO PLACE IV,BAKERSFIELD,100,21552,-4,0,-4,-4,-4
28047,CA,DESERT GARDENS,ADELANTO,86.3,18672,-4,-4,17.4,27.5,49.3
1279,CA,DESERT HORIZON APARTMENTS,DESERT HOT SPRINGS,97.7,11431,-4,-4,34.9,-4,-4
40090,CA,DESERT HOT SPRINGS,DESERT HOT SPRGS,99,11548,0,-4,65.6,14.6,-4
18093,CA,DESERT HOT SPRINGS LP,DESERT HOT SPRINGS,95.5,11429,-4,-4,67.1,10.1,11.4
8143,CA,DESERT MEADOWS APARTMENTS,INDIO,100,24960,-4,-4,-4,16.5,64.6
12323,CA,DESERT OASIS APARTMENTS,INDIO,97.2,19971.5,-4,18.6,15.7,-4,50
29556,CA,DESERT PALMS APARTMENTS,COACHELLA,92.8,16455,-4,-4,25.2,24.3,31.1
36289,CA,DESERT SENIOR LIVING,PALMDALE,96.7,13828,0,-4,47.5,-4,25.4
17139,CA,DESERT SPRINGS APARTMENTS,VICTORVILLE,89.1,26052,0,-4,15.1,-4,68.7
6454,CA,DESERT VIEW APARTMENTS,ADELANTO,96.6,11206.5,-4,-4,-4,-4,-4
5415,CA,DEVRIES PLACE,MILPITAS,100,18361,0,-4,26.5,52.9,-4
5266,CA,DEWEY HOTEL,LOS ANGELES,63.6,2652,-4,0,-4,0,0
16206,CA,DI GIORGIO FAMILY APARTMENTS FWHAP CA 2008 002,LAMONT,87.8,25772,-4,0,16.9,-4,70.8
15851,CA,DIAMOND AISLE APARTMENTS,ANAHEIM,95.8,11350,-4,-4,47.8,-4,-4
34246,CA,DIAMOND PLACE APARTMENTS,SAN ANDREAS,96.6,13494,-4,-4,-4,-4,-4
12537,CA,DIAMOND STREET APARTMENTS,ANDERSON,93.2,18386,0,-4,41.5,-4,41.5
39350,CA,DIAMOND STREET APARTMENTS,ANDESON,93.2,18386,0,-4,41.5,-4,41.5
40847,CA,DIAMOND TERRACE APARTMENTS,DIAMOND SPRINGS,97.2,30525,-4,-4,-4,9.3,81.4
2135,CA,DIAMOND TERRACE APARTMENTS,CLAYTON,97.2,30525,-4,-4,-4,9.3,81.4
23832,CA,DINUBA MANOR,DINUBA,88.2,27768,0,-4,0,-4,-4
5161,CA,DIVINE SENIOR APARTMENTS,CLOVERDALE,100,11863,0,0,74.2,-4,-4
36387,CA,DOLORES FRANCES APARTMENTS FKA PICO UNION,LOS ANGELES,98.3,16276.5,-4,-4,41,12.1,40.4
7136,CA,DOLORES LIA,MILLBRAE,85.2,31027,-4,-4,-4,-4,65.2
27202,CA,DON DE DIOS,SAN JOSE,100,64966,0,0,-4,-4,85.3
16149,CA,DONNER LOFTS,SAN JOSE,91.1,24911.5,-4,-4,27.2,-4,58.7
17770,CA,DORADO SENIOR APARTMENTS,BUENA PARK,97.3,19730,0,-4,27.1,-4,50
29713,CA,DORETHA MITCHELL APARTMENTS,MARIN CITY,100,67854,0,0,0,-4,-4
11849,CA,DORIA APARTMENT HOMES PHASE I,IRVINE,100,30160,0,-4,18.6,-4,72.9
29821,CA,DORIA APARTMENTS HOMES PHASE II,IRVINE,100,25217,-4,-4,-4,16.4,68.5
29977,CA,DOS PALOS APTS MEREDITH MANOR APTS,DOS PALOS,82.3,15698,-4,-4,27.7,20,32.3
5887,CA,DOS PALOS APTS MEREDITH MANOR APTS,GUSTINE,82.3,15698,-4,-4,27.7,20,32.3
21778,CA,DOUGLAS PARK APARTMENTS,COMPTON,98.6,18733.5,-4,-4,18.6,-4,47.1
6776,CA,DOVE CANYON APARTMENTS,SAN DIEGO,96.5,33689,-4,-4,16.2,-4,73
6775,CA,DOVER WOODS SENIOR APARTMENTS,FAIRFIELD,100,20054,-4,-4,32.7,15.5,50
