ID,STATE,PROPERTYNAME,CITY,INCOME_REPORTED_PCT,UNITS_INC_ILMT_IRES_RPTD_PCT,UNITS_I_IL_IR_0_PCT,UNITS_I_IL_IR_0_30_PCT,UNITS_I_IL_IR_30_40_PCT,UNITS_I_IL_IR_40_50_PCT,UNITS_I_IL_IR_50_60_PCT,UNITS_I_IL_IR_GT60_PCT
34668,CA,MARY ANDREWS CLARK RESIDENCE,LOS ANGELES,100,97.2,0,97.8,-4,0,0,-4
38978,CA,MARYCE FREELEN PLACE AKA LATHAM PARK,MOUNTAIN VIEW,95.9,95.9,0,67.1,17.1,-4,-4,-4
5265,CA,MARYLAND APARTMENTS,LOS ANGELES,93.1,93.1,0,92.6,-4,-4,0,0
34034,CA,MARYLAND HEIGHTS,LOS ANGELES,100,100,0,95.5,-4,-4,0,0
13148,CA,MARYMEAD PARK APARTMENTS,MARYSVILLE,100,100,0,74.6,-4,-4,0,-4
15898,CA,MASON STREET HOUSING,SAN FRANCISCO,92.7,92.7,0,100,0,0,0,0
1282,CA,MATHER VETERANS VILLAGE,RANCHO CORDOVA,84,84,0,90.5,-4,-4,0,0
33983,CA,MAYA TOWN HOMES,LOS ANGELES,100,100,0,78.9,-4,-4,0,0
16203,CA,MAYACAMAS VILLAGE APARTMENTS,NAPA,100,100,0,60,-4,-4,-4,-4
36024,CA,MAYBERRY TOWNHOMES,SAN DIEGO,100,100,0,87,-4,-4,0,0
10639,CA,MAYFAIR COURT APARTMENTS,SAN JOSE,97.8,97.8,0,93.3,-4,-4,0,-4
12376,CA,MAYFIELD PLACE APARTMENTS FKA STANFORD PALO APARTM,PALO ALTO,97.1,97.1,0,83.6,-4,-4,0,-4
24624,CA,MAYUR TOWN HOMES,LOS ANGELES,-4,-4,0,-4,-4,0,0,0
12931,CA,MAYWOOD VILLAS,MAYWOOD,98.1,98.1,0,100,0,0,0,0
12325,CA,MCAULEY MEADOWS APARTMENTS,AUBURN,96.6,96.6,0,-4,-4,0,0,0
2177,CA,MCBRIDE APARTMENTS,SANTA ROSA,32.5,32.5,0,-4,-4,0,0,0
5361,CA,MCCARTY MANOR APARTMENTS,UKIAH,95,95,0,-4,-4,0,0,0
1399,CA,MCCLOUD RIVER,MCCLOUD,97.6,97.6,0,-4,0,-4,0,0
21885,CA,MCFARLAND FAMILY APARTMENTS,MCFARLAND,79.5,79.5,0,72.4,-4,-4,-4,-4
29135,CA,MEADOW VISTA APARTMENTS,RED BLUFF,96.4,96.4,0,74.1,-4,-4,-4,-4
34775,CA,MEADOWBROOK APARTMENTS,SAN DIEGO,95,95,0,96.8,2.7,-4,-4,0
16156,CA,MEADOWBROOK PARKVIEW GARDEN APARTMENTS,SUSANVILLE,92,92,0,95,-4,0,-4,0
34728,CA,MEADOWS HOLLY,VACAVILLE,96.6,96.6,0,95.3,-4,0,-4,0
39135,CA,MEADOWS HOLLY,PALMDALE,96.6,96.6,0,95.3,-4,0,-4,0
27668,CA,MEADOWS HOLLY,ROSEVILLE,96.6,96.6,0,95.3,-4,0,-4,0
21936,CA,MEADOWVIEW APARTMENTS,SACRAMENTO,98.1,98.1,0,92.7,7.3,0,0,0
33298,CA,MEADOWVIEW I,PERRIS,96.6,96.6,0,-4,-4,0,0,0
2081,CA,MEADOWVIEW II,PERRIS,97.3,97.3,0,90.1,-4,-4,0,0
34724,CA,MECCA APARTMENTS II,MECCA,85,85,0,78.4,-4,-4,0,0
6825,CA,MECCA FAMILY HOUSING,MECCA,88.9,88.9,0,91.7,-4,-4,0,0
34193,CA,MECCA III,MECCA,98.2,98.2,0,58.9,19.6,-4,-4,-4
27469,CA,MEERA TOWN HOMES,LOS ANGELES,-4,-4,0,-4,-4,0,0,0
13256,CA,MELROSE VILLAS FKA UNIVERSITY COMMONS,SAN MARCOS,100,100,0,79.6,-4,-4,-4,-4
23829,CA,MEMORIAL VILLAGE,SANGER,86,86,0,-4,-4,0,0,0
13103,CA,MENDOTA GARDENS,MENDOTA,93.2,93.2,0,100,0,0,0,0
36017,CA,MENDOTA RENTAL ASSISTANCE DEMONSTRATION RAD,MENDOTA,99.2,99.2,0,89.3,-4,-4,0,-4
4062,CA,MENLO FAMILY HOUSING,LOS ANGELES,96.6,96.6,0,91.2,-4,-4,0,0
21878,CA,MENLO PARK,LOS ANGELES,100,100,0,-4,0,-4,0,0
13558,CA,MERCADO APARTMENTS,PERRIS,98.5,98.5,0,75.3,10.3,9.3,-4,-4
36396,CA,MERCADO APARTMENTS,SAN DIEGO,98.5,98.5,0,75.3,10.3,9.3,-4,-4
16795,CA,MERCEDES APTS,LOS ANGELES,95.7,95.7,0,88.6,-4,0,-4,0
6977,CA,MERCY ARC HOUSING   1500 PAGE STREET,SAN FRANCISCO,100,100,0,100,0,0,0,0
28193,CA,MERCY FAMILY PLAZA,SAN FRANCISCO,97,87.9,0,69,-4,-4,-4,0
11800,CA,MERCY VILLAGE FOLSOM,FOLSOM,96.6,94.9,0,87.5,-4,-4,-4,-4
33931,CA,MERIDIAN APARTMENTS,SACRAMENTO,97.9,97.9,0,-4,-4,0,0,0
10807,CA,MERRILL ROAD APARTMENTS,APTOS,100,100,0,-4,-4,-4,0,0
2128,CA,MERRITT CROSSING,OAKLAND,95.7,95.7,0,-4,-4,0,0,0
11632,CA,MESA COMMONS APARTMENTS,SAN DIEGO,96.1,96.1,0,77,14.9,-4,-4,-4
40294,CA,MESA FAMILY VILLAS,SAN DIEGO,100,100,0,51.2,-4,-4,-4,-4
25341,CA,MESA GRANDE APARTMENTS,NEEDLES,100,100,0,100,0,0,0,0
29815,CA,MESA VERDE,SAN DIEGO,98.9,98.9,0,92,-4,-4,0,0
39142,CA,MET NORTH,SAN JOSE,98.6,98.6,0,-4,0,-4,0,0
16358,CA,MET SOUTH,SAN JOSE,90,90,0,100,0,0,0,0
102,CA,META STREET APARTMENTS,OXNARD,100,100,0,52.2,-4,-4,-4,-4
5686,CA,METRO AT HOLLYWOOD,LOS ANGELES,100,100,0,-4,-4,0,0,0
20786,CA,METRO AT WESTERN,LOS ANGELES,90.6,90.6,0,100,0,0,0,0
21515,CA,METRO CENTER SENIOR APARTMENTS,FOSTER CITY,100,100,0,100,0,0,0,0
33146,CA,METRO LOMA,GLENDALE,100,100,0,61.9,-4,-4,-4,-4
29605,CA,METRO VILLAS,SAN DIEGO,99.2,99.2,0,100,0,0,0,0
18194,CA,METROPOLITAN LOFTS,LOS ANGELES,92.7,92.7,0,100,0,0,0,0
34519,CA,MHA GARDEN STREET APARTMENTS,SANTA BARBARA,-4,-4,0,-4,0,0,0,-4
1394,CA,MIDDLETON PLACE,HUNTINGTON PARK,94.7,94.7,0,100,0,0,0,0
36446,CA,MIDDLETOWN GARDEN APARTMENTS,MIDDLETOWN,94.3,94.3,0,81.8,-4,-4,0,0
7038,CA,MIJA TOWN HOMES,LOS ANGELES,95.2,95.2,0,-4,-4,0,0,0
25391,CA,MILAN TOWNHOMES,LOS ANGELES,100,100,0,-4,-4,0,0,0
39036,CA,MILL CREEK COURTYARD,BAKERSFIELD,100,100,0,-4,-4,0,0,0
6976,CA,MILL CREEK VILLAGE,BAKERSFIELD,100,100,0,-4,-4,0,0,0
16252,CA,MILLBROOK APARTMENTS,FRESNO,87.8,87.8,0,100,0,0,0,0
24493,CA,MILLER STANLEY HORN HOMES,LOMPOC,100,100,0,100,0,0,0,0
32200,CA,MIMMIM TOWNHOMES,LOS ANGELES,95.2,95.2,0,80,-4,-4,0,0
5369,CA,MINERVA MANOR,FONTANA,100,100,0,69.4,30.6,0,0,0
105,CA,MINNA PARK FAMILY APARTMENTS,SAN FRANCISCO,100,100,0,80,-4,0,-4,0
33291,CA,MIRA VISTA SENIOR APARTMENTS,CAMARILLO,98.7,98.7,0,99.3,-4,0,0,-4
18304,CA,MIRACLE TERRACE APARTMENTE,ANAHEIM,98.3,98.3,0,100,0,0,0,0
29714,CA,MIRADA TERRACE,LOS ANGELES,100,100,0,-4,-4,0,0,0
4009,CA,MIRAFLORES SENIOR APARTMENTS,RICHMOND,92.3,92.3,0,100,0,0,0,0
161,CA,MIRAGE TOWN HOMES,LOS ANGELES,95,95,0,-4,-4,0,0,0
5676,CA,MIRAGE VISTA,PIXLEY,98.1,98.1,0,77.4,-4,-4,0,0
16258,CA,MIRAIDO VILLAGE APARTMENTS,SAN JOSE,100,100,0,-4,-4,0,0,0
29918,CA,MIRAMAR APARTMENTS,FOSTER CITY,93.8,93.8,0,100,0,0,0,0
4780,CA,MIRAMAR CITY LIGHTS,LOS ANGELES,100,100,0,85.4,-4,-4,-4,0
24932,CA,MIRAMAR VILLAGE,LOS ANGELES,100,100,0,85.8,-4,-4,-4,-4
18557,CA,MIRAMAR WAY,SANTA CLARA,100,100,0,-4,0,-4,0,0
35965,CA,MIRANDA VILLA,SAN JOSE,20.4,20.4,0,-4,0,0,0,-4
12534,CA,MIRANDELA SENIOR APARTMENTS,RANCHO PALOS VERDES,94.1,94.1,0,100,0,0,0,0
5832,CA,MISSION APARTMENTS,SAN DIEGO,100,100,0,71.4,13.1,-4,-4,-4
87,CA,MISSION BAY APARTMENTS,BAYPOINT,29.4,29.4,0,-4,-4,0,0,0
22771,CA,MISSION CITY LIGHTS,LOS ANGELES,92.9,92.9,0,84.6,-4,-4,0,0
7031,CA,MISSION COURT NINE LP,FREMONT,100,100,0,-4,-4,0,0,0
13411,CA,MISSION COVE FAMILY I,OCEANSIDE,96.6,96.6,0,91.9,-4,-4,-4,0
39037,CA,MISSION COVE FAMILY II,SAN DIEGO,96.6,96.6,0,-4,-4,0,0,0
27305,CA,MISSION COVE SR,OCEANSIDE,98.5,98.5,0,-4,-4,0,0,0
22996,CA,MISSION CREEK SENIOR,SAN FRANCISCO,95.6,95.6,0,98.5,-4,0,-4,0
20836,CA,MISSION DOLORES,SAN FRANCISCO,94.8,94.8,0,100,0,0,0,0
12485,CA,MISSION GARDENS,SANTA CRUZ,100,100,0,-4,-4,0,0,0
22994,CA,MISSION GATEWAY,UNION CITY,96.7,96.7,0,78.4,12.1,-4,-4,0
18192,CA,MISSION PALMS I,JURUPA VALLEY,74.1,74.1,0,-4,-4,0,0,0
38822,CA,MISSION PALMS II,JURUPA VALLEY,71.4,71.4,0,90.8,-4,0,-4,0
29819,CA,MISSION PLAZA FAMILY APARTMENTS,LOS ANGELES,96.9,96.9,0,88.8,-4,-4,-4,-4
15952,CA,MISSION POINTE AT RIVERSIDE,RIVERSIDE,100,100,0,63.5,-4,-4,-4,-4
27199,CA,MISSION SUITES APARTMENTS,POMONA,95.5,95.5,0,-4,-4,0,0,0
21512,CA,MISSION TERRACE,SAN DIEGO,88.2,88.2,0,88.1,-4,-4,0,0
1248,CA,MISSION VILLAGE,L A,93.9,93.9,0,80.5,-4,-4,-4,-4
16537,CA,MISSION VILLAGE APARTMENTS,TEMECULA,88,88,0,48.5,22.7,-4,-4,-4
18142,CA,MISSION VILLAGE SENIOR APARTMENTS,RIVERSIDE,100,100,0,-4,-4,0,0,0
10754,CA,MISTY VILLAGE APARTMENTS,MCKINLEYVILLE,87,87,0,80,-4,-4,-4,0
33453,CA,ML SHEPARD MANOR SENIOR HOUISNG,LOS ANGELES,97.8,97.8,0,-4,-4,0,0,0
18355,CA,MOBLEY LANE APARTMENTSAKA GREYSTONE APARTMENTS,HEMET,100,100,0,100,0,0,0,0
24623,CA,MOM'S APARTMENTS,SANTA BARBARA,100,100,0,-4,-4,0,0,0
29552,CA,MONARCH POINTE APARTMENT HOMES,ANAHEIM,96.8,96.8,0,76.7,-4,-4,-4,-4
1246,CA,MONARCH VILLAGE APARTMENTS,SANTA CRUZ,97.4,97.4,0,93.3,-4,-4,0,0
1618,CA,MONO HILLTOP,FRESNO,86,86,0,100,0,0,0,0
29923,CA,MONTAGUE APARTMENTS,MONTAGUE,100,100,0,100,0,0,0,0
16251,CA,MONTCLAIR APARTMENTS,LEMOORE,98.7,98.7,0,43.6,21.8,-4,-4,16.7
21887,CA,MONTCLAIR SENIOR HOUSING PROJECT,MONTCLAIR,98.8,98.8,0,100,0,0,0,0
15891,CA,MONTE ALBAN APARTMENTS,SAN JOSE,100,100,0,84.8,-4,-4,0,0
4774,CA,MONTE VISTA,SANTA ROSA,94.3,94.3,0,79.8,-4,-4,0,0
28983,CA,MONTE VISTA APARTMENTS,MURRIETA,100,100,0,63.5,17.5,-4,-4,-4
20997,CA,MONTE VISTA APARTMENTS,MURIETTA,100,100,0,63.5,17.5,-4,-4,-4
27314,CA,MONTE VISTA GARDENS FAMILY APARTMENTS,SAN JOSE,76.5,76.5,0,-4,0,-4,0,0
1338,CA,MONTE VISTA GARDENS SENIOR HOUSING,SAN JOSE,97.1,97.1,0,100,0,0,0,0
22997,CA,MONTE VISTA GARDENS SENIOR HOUSING II,SAN JOSE,100,100,0,100,0,0,0,0
23310,CA,MONTE VISTA II,MURRIETA,100,100,0,69.2,-4,-4,-4,-4
24923,CA,MONTE VISTA TERRACE,MOUNTAIN VIEW,98,98,0,-4,0,0,0,-4
28414,CA,MONTECITO AT WILLIAMS RANCH,SALINAS,95.3,95.3,0,98.4,0,-4,0,-4
21881,CA,MONTECITO TERRACES,PANORAMA CITY,97.9,97.9,0,-4,-4,0,0,0
12939,CA,MONTECITO VILLAGE,RAMONA,94.2,94.2,0,100,0,0,0,0
21044,CA,MONTECITO VISTA APARTMENT HOMES,IRVINE,100,100,0,77.5,10.6,8.1,-4,-4
13154,CA,MONTEGO FALLS APARTMENTS,ELK GROVE,99.2,99.2,0,82.3,12.3,-4,-4,0
24931,CA,MONTEREY APTS,SAN JOSE,95.8,95.8,0,79.4,-4,-4,0,0
36073,CA,MONTEREY PARK SENIOR,MONTEREY PARK,100,100,0,96.5,-4,-4,0,0
5002,CA,MONTEREY PINES APARTMENTS,RICHMOND,88.5,88.5,0,76.3,13.7,-4,-4,-4
29031,CA,MONTEREY STREET APARTMENTS,SOLEDAD,98,98,0,72,-4,-4,-4,-4
24551,CA,MONTERRA VILLAGE,GILROY,100,100,0,56.5,-4,-4,-4,-4
16044,CA,MONTEVISTA APARTMENTS,MILPITAS,97.6,97.6,0,88.4,-4,-4,0,0
17775,CA,MONTEVISTA SENIOR APARTMENTS,SAN PABLO,97.5,97.5,0,-4,-4,0,0,0
21877,CA,MONTGOMERY CROSSING APTS,LEMOORE,100,100,0,69.6,-4,-4,0,0
28360,CA,MONTGOMERY OAKS,OJAI,100,100,0,60,-4,-4,-4,0
28147,CA,MONTGOMERY PLAZA APARTMENTS,HAYWARD,95.9,95.9,0,100,0,0,0,0
29563,CA,MONTICELLI APARTMENTS,GILROY,97.2,97.2,0,88.6,0,-4,0,-4
24440,CA,MONTVERDE SENIOR,ORINDA,94.2,94.2,0,100,0,0,0,0
22611,CA,MONUMENT ARMS APARTMENTS,FAIRFIELD,100,100,0,84.6,-4,-4,-4,-4
10753,CA,MOONLIGHT   8487,DIXON,96.4,96.4,0,94.3,-4,-4,0,0
5726,CA,MOONRIDGE II,HALF MOON BAY,100,100,0,62,19,13.9,-4,-4
34776,CA,MORGAN HILL FAMILY   SCATTERED SITE,MORGAN HILL,90,90,0,100,0,0,0,0
157,CA,MORGAN HILL RETIREMENT RESIDENCE,MORGAN HILL,98.5,98.5,0,94.8,-4,-4,0,0
36285,CA,MORGAN PLACE,LOS ANGELES,100,100,0,100,0,0,0,0
25290,CA,MORH I HOUSING,OAKLAND,95.2,95.2,0,97.5,-4,-4,0,0
35966,CA,MORO LINDO TOWNHOMES,CASTROVILLE,100,100,0,60,-4,-4,-4,-4
7189,CA,MORRO DEL MAR SENIOR APARTMENTS,MORRO BAY,100,100,0,100,0,0,0,0
11310,CA,MORRONE GARDENS,SAN JOSE,99,99,0,-4,-4,0,0,0
1387,CA,MOSAIC APARTMENTS,LOS ANGELES,100,100,0,83.6,-4,-4,-4,-4
16478,CA,MOSAIC GARDEN AT FRIENDLY ACRES FKA ATHERTON COURT,REDWOOD CITY,96.3,94.4,0,-4,0,-4,0,0
27045,CA,MOSAIC GARDENS AT HOLLY COURTS,WEST SACRAMENTO,-4,-4,0,-4,0,0,0,0
112,CA,MOSAIC GARDENS AT HUNTINGTON PARK,HUNTINGTON PARK,100,100,0,78.3,-4,-4,0,0
8307,CA,MOSAIC GARDENS AT MONTEREY PARK,MONTEREY PARK,96.7,96.7,0,89.7,-4,-4,0,-4
13569,CA,MOSAIC GARDENS AT POMONA,POMONA,92.5,92.5,0,-4,-4,0,0,0
4054,CA,MOSAIC GARDENS AT TAYLOR TERRACE,SACRAMENTO,80.2,80.2,0,77.6,15.7,-4,-4,-4
13518,CA,MOSAIC GARDENS AT WESTLAKE,LOS ANGELES,95.9,95.9,0,-4,-4,0,0,0
17253,CA,MOSAIC GARDENS AT WHITTIER,WHITTIER,100,100,0,-4,-4,-4,0,0
27048,CA,MOSAIC GARDENS AT WILLOWBROOK,COMPTON,96.7,96.7,0,-4,-4,0,0,0
22990,CA,MOULTON PLAZA,SUNNYVALE,98.5,98.5,0,81.3,-4,-4,0,-4
39082,CA,MOUNTAIN BREEZE VILLAS,SAN BERNARDINO,95.2,95.2,0,81.6,12,-4,-4,-4
11315,CA,MOUNTAIN VIEW,PORTERVILLE,76.8,76.8,0,95.3,-4,-4,0,0
6769,CA,MOUNTAIN VIEW APARTMENT HOMES WEED FAMILY APTS,WEED,91.5,91.5,0,87,-4,-4,-4,0
25083,CA,MOUNTAIN VIEW APARTMENTS,CATHEDRAL CITY,97.2,97.2,0,-4,-4,0,0,0
34300,CA,MOUNTAIN VIEW APARTMENTS,BEAUMONT,97.2,97.2,0,-4,-4,0,0,0
36596,CA,MOUNTAIN VIEW II SENIOR APARTMENTS,ONTAIRO,100,100,0,-4,-4,0,0,0
5728,CA,MOUNTAIN VIEW MANOR APARTMENTS,SYLMAR,99.5,99.5,0,90.4,6.6,-4,-4,-4
10700,CA,MOUNTAIN VIEW SENIOR APARTMENTS,ONTAIRO,100,100,0,81.2,12.9,-4,0,-4
15945,CA,MOUNTAIN VIEW TOWNHOMES,SALINAS,98.5,98.5,0,57.6,30.3,-4,-4,-4
36068,CA,MOVIETOWN SQUARE,WEST HOLLYWOOD,98.7,98.7,0,100,0,0,0,0
11307,CA,MT WHITNEY PLAZA,LINDSAY,96.4,96.4,0,100,0,0,0,0
6820,CA,MUIRLANDS AT WINDEMERE APARTMENTS,SAN RAMON,94.9,94.9,0,88.3,9.9,-4,-4,0
36495,CA,MURAL APARTMENTS,OAKLAND,85.7,85.7,0,-4,-4,0,0,0
21622,CA,MURPHY COMMONS,CHICO,95.3,95.3,0,66.7,-4,-4,-4,-4
23259,CA,MURPHY RANCH I TOWNHOMES,MORGAN RANCH,97.4,97.4,0,-4,-4,0,0,0
7084,CA,MURPHY RANCH II,MORGAN RANCH,90.5,90.5,0,78.9,-4,0,-4,0
25080,CA,MURPHYS SENIOR APARTMENTS,MURPHYS,100,100,0,100,0,0,0,0
28039,CA,MURRAY APARTMENTS,MCKINLEYVILLE,84,84,0,-4,-4,0,0,0
11743,CA,MUTUAL HOUSING AT SPRING LAKE,WOODLAND,95.1,95.1,0,94.8,-4,-4,0,0
40341,CA,MY TOWNHOMES,LOS ANGELES,100,100,0,85.7,-4,0,0,-4
23099,CA,NAOMI GARDENS,ARCADIA,100,100,0,100,0,0,0,0
29924,CA,NAPA COURTYARDS,NAPA,100,100,0,100,0,0,0,0
39088,CA,NATALIE GUBB COMMONS FKA TRANSBAY 7,SAN FRANCISCO,96.6,96.6,0,94.7,-4,-4,0,0
29610,CA,NATOMAS PARK APARTMENTS,SACRAMENTO,47.4,47.4,0,60,23,14,-4,-4
40291,CA,NAVY BLUE APARTMENTS,VENICE,92.3,92.3,0,-4,0,-4,0,0
20787,CA,ND SEPULVEDA I,LOS ANGELES,94.4,94.4,0,-4,-4,0,0,0
6931,CA,ND SEPULVEDA II,LOS ANGELES,92,92,0,-4,-4,0,0,0
39029,CA,NEARY LAGOON APARTMENTS,SANTA CRUZ,100,100,0,76.6,16,-4,-4,-4
24552,CA,NEVADA CITY SENIOR APARTMENTS,GRASS VALLEY,100,100,0,100,0,0,0,0
34672,CA,NEVADA COMMONS,GRASS VALLEY,96.9,96.9,0,-4,-4,0,0,0
12482,CA,NEVADA MEADOWS,GRASS VALLEY,93.9,93.9,0,100,0,0,0,0
2331,CA,NEVADA WOODS APARTMENTS,GRASS VALLEY,100,69.2,0,31.5,37,-4,-4,-4
1730,CA,NEW CARVER APARTMENTS,LOS ANGELES,59.1,59.1,0,100,0,0,0,0
6770,CA,NEW CENTRAL PARK SENIOR APARTMENTS,MOUNTAIN VIEW,100,100,0,94.2,-4,-4,0,0
21780,CA,NEW DANA STRAND PHASE 1 GARDEN APARTMENTS,WILMINGTON,97.5,97.5,0,80,9.6,-4,-4,-4
4678,CA,NEW DANA STRAND TOWN HOMES,WILMINGTON,100,100,0,71.9,14,-4,-4,-4
4160,CA,NEW GENESIS APARTMENTS,LOS ANGELES,89.1,89.1,0,-4,-4,0,0,0
11695,CA,NEW HAMPSHIRE FAMILY HOUSING,LOS ANGELES,98,98,0,-4,-4,0,0,0
6874,CA,NEW HARBOR VISTA,WILMINGTON,96.8,96,0,72.7,-4,11.6,0,-4
9317,CA,NEW HOPE HOME,LONG BEACH,100,100,0,100,0,0,0,0
33039,CA,NEW HOPE SENIOR VILLAGE,GALT,98.2,98.2,0,-4,-4,0,0,0
15994,CA,NEW PALACE HOTEL,SAN DIEGO,98.7,98.7,0,97.4,-4,0,0,-4
22509,CA,NEW PARK PLACE,LOS ANGELES,100,100,0,60.4,25,-4,0,-4
13513,CA,NEW TERMINAL HOTEL,LOS ANGELES,97.5,97.5,0,92.3,-4,0,0,-4
23104,CA,NEW ZION MANOR,SAN BERNARDINO,95.7,95.7,0,92,-4,-4,-4,-4
1405,CA,NEWARK STATION SENIORS,NEWARK,98.6,98.6,0,100,0,0,0,0
25176,CA,NEWCOMB COURT APARTMENTS,PORTERVILLE,94.9,94.9,0,93.3,-4,-4,0,-4
27873,CA,NEWHALL AVENUE HOUSING PARTNERS LP,SANTA CLARITA,100,100,0,-4,-4,0,0,0
12525,CA,NEWMAN FAMILY APARTMENTS,NEWMAN,94.4,87,0,80.9,-4,-4,0,0
35403,CA,NEWPORT VETERANS HOUSING,NEWPORT BEACH,-4,-4,0,-4,-4,0,0,0
11852,CA,NEWPORT VILLAGE   8515,ORLAND,100,100,0,-4,-4,0,0,0
12427,CA,NIHONMACHI TERRACE,SAN FRANCISCO,96.1,96.1,0,98.7,-4,-4,0,0
32356,CA,NILAND APARTMENTS SEE 89 048,NILAND,89.7,89.7,0,100,0,0,0,0
33984,CA,NOBLE CREEK APARTMENTS,BEAUMONT,97.2,97.2,0,67.3,24,-4,-4,0
29085,CA,NOBLE PINES,CANOGA PARK,87.7,87.7,0,84.2,-4,0,-4,0
16485,CA,NOBLE SENIOR HOUSING,LOS ANGELES,97.6,97.6,0,-4,-4,0,0,0
32403,CA,NOBLE TOWER,OAKLAND,96.9,96.9,0,-4,0,0,0,-4
39244,CA,NOHO SENIOR ARTISTS COLONY,NORTH HOLLYWOOD,100,100,0,100,0,0,0,0
12380,CA,NOHO SENIOR VILLAS,LA,97.8,97.8,0,100,0,0,0,0
16209,CA,NOHO SENIOR VILLAS,NORTH HOLLYWOOD,97.8,97.8,0,100,0,0,0,0
12941,CA,NORDEN TERRACE APARTMENTS,NORTH  HIGHLANDS,98,98,0,80.8,11.1,-4,-4,-4
29559,CA,NORDEN TERRACE APARTMENTS,NORTH HIGHLANDS,98,98,0,80.8,11.1,-4,-4,-4
28510,CA,NORMANDIE VILLAGE,LOS ANGELES,100,100,0,-4,-4,-4,0,0
27769,CA,NORMANDY PARK SENIOR APARTMENTS,CITRUS HEIGHTS,97.4,97.4,0,84.1,-4,-4,0,0
12266,CA,NORTH AVENUE FAMILY APARTMENTS,SACRAMENTO,84.8,84.8,0,85.1,-4,-4,-4,0
38880,CA,NORTH BEACH PLACE,SAN FRANCISCO,99.4,99.4,0,87,4.5,5.1,-4,-4
23363,CA,NORTH HILLS APARTMENTS,FULLERON,25.6,25.6,0,94.2,-4,-4,0,0
32203,CA,NORTH HILLS APARTMENTS,FULLERTION,25.6,25.6,0,94.2,-4,-4,0,0
16945,CA,NORTH HILLS APARTMENTS,FULELRTON,25.6,25.6,0,94.2,-4,-4,0,0
7037,CA,NORTH HILLS APARTMENTS,FULLERTON,25.6,25.6,0,94.2,-4,-4,0,0
34827,CA,NORTH PARK AKA PARK CREST,SAN DIEGO,98.8,98.8,0,92.1,-4,-4,0,-4
33032,CA,NORTH PARK APARTMENTS,DINUBA,89.9,89.9,0,-4,0,0,0,-4
34937,CA,NORTH PARK APARTMENTS II,DINUBA,90,90,0,68.1,-4,-4,-4,-4
34725,CA,NORTH PARK SENIORS,SAN DIEGO,100,100,0,100,0,0,0,0
16313,CA,NORTH POINT APARTMENTS,CHICO,93.9,93.9,0,78.3,-4,-4,-4,0
40086,CA,NORTH SANTA FE,VISTA,98.5,98.5,0,84.6,-4,0,-4,-4
34346,CA,NORTHGATE APARTMENTS,OAKLAND,41,41,0,72,-4,-4,-4,-4
22713,CA,NORTHGATE APARTMENTS,WATSONVILLE,41,41,0,72,-4,-4,-4,-4
13356,CA,NORTHGATE TERRACE,OAKLAND,97.5,97.5,0,-4,0,-4,0,0
27661,CA,NORTHLAND VILLAGE APARTMENTS,SACRAMENTO,95.8,95.8,0,94.2,-4,-4,-4,-4
1261,CA,NORTHPOINT PHASE I,SANTA ROSA,96.4,96.4,0,62.3,28.3,-4,-4,0
6925,CA,NORTHPOINT PHASE II,SANTA ROSA,96.7,96.7,0,65.5,-4,-4,-4,0
27717,CA,NORTHPOINTE PARK APARTMENTS,SACRAMENTO,97.2,97.2,0,75.9,12.1,-4,-4,-4
11586,CA,NORTHSIDE COMMONS,VICTORVILLE,97.4,97.4,0,77,-4,-4,-4,-4
18197,CA,NORTHWEST GATEWAY APARTMENTS,LOS ANGELES,100,100,0,100,0,0,0,0
24451,CA,NORTHWEST MANOR I,PASADENA,92.9,92.9,0,-4,0,-4,0,0
11683,CA,NORWOOD LEARNING VILLAGE,LOS ANGELES,100,100,0,-4,-4,0,0,0
16634,CA,NOVA POINTE 1 APARTMENTS PHASE I,COLTON,92.2,92.2,0,-4,-4,0,0,0
1290,CA,NOVA POINTE 1 APARTMENTS PHASE II,COLTON,96,96,0,-4,-4,0,0,0
21939,CA,NUEVA SIERRA VISTA APARTMENTS,RICHGROVE,100,100,0,31.4,-4,-4,-4,-4
5945,CA,NUEVA VISTA,SANTA CRUZ,100,100,0,57.4,25.5,-4,-4,-4
20833,CA,NUEVA VISTA APTS,MECCA,100,100,0,79.5,-4,-4,0,-4
1324,CA,NUEVO AMANECER,WATSONVILLE,97.7,97.7,0,78.6,-4,-4,0,-4
18354,CA,O'FARRELL TOWERS,SAN FRANCISCO,100,100,0,100,0,0,0,0
2279,CA,OAK CENTER HOMES,OAKLAND,95.4,95.4,0,94,-4,-4,0,-4
17877,CA,OAK CENTER I APARTMENTS,OAKLAND,98.5,98.5,0,85.1,-4,-4,0,0
16202,CA,OAK CIRCLE APARTMENTS,SAN JOSE,97.8,97.8,0,100,0,0,0,0
36652,CA,OAK CREEK FAMILY APARTMENTS,OAKLEY,94.7,94.7,0,100,0,0,0,0
4783,CA,OAK CREEK SENIOR VILLAS,THOUSAND OAKS,100,100,0,100,0,0,0,0
39242,CA,OAK CREEK TERRACE,NAPA,100,100,0,80,-4,-4,-4,-4
27147,CA,OAK FOREST APARTMENTS AKA ELM VILLAGE,ARROYO GRANDE,100,100,0,63.2,-4,0,-4,0
11479,CA,OAK FOREST SENIOR VILLAS,OAKLEY,97.6,95.2,0,-4,-4,0,0,0
