ID,STATE,PROPERTYNAME,CITY,HHSIZEATCERT_EQUAL_PCT,HOH_DOB_VALID_PCT,MBRS_DOB_VALID_PCT,UNITS_WATLEAST1_UNDR18_PCT,UNITS_WATLEAST1_ABOVE62_PCT,UNITS_WHOH_ABOVE62_PCT
13319,IA,ASBURY MEADOWS APARTMENTS,ASBURY,100,100,100,63.3,-4,-4
13314,IA,ASHBROOKE PHASE II,ANKENY,100,100,100,44.8,-4,-4
35928,IA,ASHTON FLATS,CEDAR RAPIDS,100,100,98.1,47.8,-4,-4
40861,IA,ATLANTIC SUNDANCE APARTMENTS,ATLANTIC,100,100,98.4,45.2,-4,-4
29388,IA,BAXTER PARK APTS,BAXTER,100,100,97.2,-4,-4,-4
36353,IA,BEACON PLACE,COUNCIL BLUFFS,100,100,100,62.5,-4,-4
5690,IA,BENNETT BUILDING,COUNCIL BLUFFS,-4,100,100,0,70,70
2142,IA,BERRY COURT,IOWA CITY,100,100,100,-4,-4,-4
6509,IA,BISHOP HILL APTS,TIPTON,100,100,100,-4,-4,-4
11326,IA,BISHOP'S BLOCK APTS,DUBUQUE,100,100,100,-4,-4,-4
2148,IA,BLACK HAWK VILLAGE,BURLINGTON,-4,100,100,43.8,-4,-4
2188,IA,BLAIRS FERRY LIMITED,CEDAR RAPIDS,-4,100,100,62.5,-4,-4
31459,IA,BLAIRS FERRY SENIOR,MARION,-4,100,100,0,78.9,78.9
29779,IA,BLOOMSBURY VILLAGE,DES MOINES,100,100,100,56.7,-4,-4
30612,IA,BLUFFS APT OF FT MADISON,FORT MADISON,100,100,99,55.3,-4,-4
33999,IA,BLUFFS TOWERS APARTMENTS,COUNCIL BLUFFS,-4,100,100,0,42.9,41.4
33993,IA,BOONE SUNDANCE APTS,BOONE,-4,100,97.5,48.6,-4,-4
13265,IA,BOYER VIEW APARTMENTS,LOGAN,100,100,100,0,55,55
19991,IA,BRIARWOOD APTS,HUMBOLDT,100,100,100,-4,-4,-4
18213,IA,BROADWAY HEIGHTS APARTMENTS I,DES MOINES,100,100,97.8,46,-4,-4
18265,IA,BROOKRIDGE APTS,SAC CITY,100,100,100,-4,-4,-4
39199,IA,BROOKSIDE SENIOR APTS,DAVENPORT,100,100,100,0,95.6,95.6
27022,IA,BROOKSIDE SR HOUSING II,DAVENPORT,100,100,100,0,96.9,96.9
23113,IA,BROWN APARTMENTS,CEDAR RAPIDS,-4,100,100,-4,-4,-4
1477,IA,BURLINGTON RIVER APARTMENTS,WEST BURLINGTON,100,100,100,27.1,35.4,35.4
18996,IA,CALL TERMINAL II,SIOUX CITY,-4,100,100,-4,-4,-4
17780,IA,CANDLE RIDGE APTS,WINTERSET,100,100,100,-4,50,50
3927,IA,CANDLERIDGE APTS OF BONDURANT,BONDURANT,100,100,100,0,87,87
18655,IA,CANDLERIDGE APTS OF PERRY,PERRY,100,100,100,0,65.2,65.2
336,IA,CANDLERIDGE APTS OF PERRY II,PERRY,100,100,100,0,-4,-4
5737,IA,CANDLERIDGE APTS OF RUNNELLS,RUNNELLS,100,100,100,0,-4,-4
15863,IA,CANDLERIDGE APTS OF WAUKEE,WAUKEE,100,100,100,0,60.9,60.9
22574,IA,CANDLERIDGE APTS OF WAUKEE II,WAUKEE,100,100,100,0,78.3,78.3
24411,IA,CANTERBURY HEIGHTS,PLEASANT HILL,100,100,100,0,84.2,84.2
36411,IA,CANTERBURY PARK II APARTMENTS,PLEASANT HILL,100,100,100,45.8,-4,-4
329,IA,CANTERBURY PARK III,PLEASANT HILL,100,100,100,50.7,-4,-4
39206,IA,CANTERBURY PARK IV APARTMENTS,PLEASANT HILL,-4,100,100,58.3,-4,-4
15853,IA,CAPITOL CITY DUPLEXES,DES MOINES,100,100,100,-4,-4,-4
22622,IA,CARNEGIE PLACE APARTMENTS,SIOUX CITY,100,100,100,-4,-4,-4
35924,IA,CASTLEWOOD APARTMENTS,DAVENPORT,-4,100,100,83.9,-4,-4
31505,IA,CEDAR CREST/HICKORY PLACE,CRESCO,100,100,100,-4,34.4,34.4
29725,IA,CEDAR MANOR APARTMENTS II,BOONE,100,100,100,0,79.2,79.2
13323,IA,CEDAR MANOR APTS,BOONE,-4,100,100,0,69.6,69.6
34846,IA,CEDAR POND TOWNHOMES,CEDAR RAPIDS,-4,100,99.5,70.8,-4,-4
28884,IA,CEDAR VIEW APARTMENTS,CEDAR RAPIDS,100,100,100,0,97.2,97.2
18267,IA,CEDARBROOKE PLACE APTS,NORWALK,100,100,100,33.3,-4,-4
28837,IA,CEDARWOOD HILLS,CEDAR RAPIDS,38.3,100,100,0,-4,-4
36410,IA,CENTENNIAL MANOR PARTNERS LP,SIOUX CITY,100,100,100,-4,57.5,57.5
33994,IA,CENTENNIAL PLACE I,ALTOONA,-4,100,98.4,38,21.7,21.7
35880,IA,CENTERVILLE SENIOR LOFTS,CENTERVILLE,100,100,100,0,95.2,97.6
40813,IA,CENTRAL PLACE APTS,FORT DODGE,100,100,100,0,61.3,61.3
30569,IA,CENTURY PLAZA APTS,SIOUX CITY,100,100,100,-4,-4,-4
24504,IA,CHAPEL RIDGE WEST I,WEST DES MOINES,100,100,100,54.3,-4,-4
40864,IA,CHAPEL RIDGE WEST II,WEST DES MOINES,100,100,100,57.9,-4,-4
11371,IA,CHAPELRIDGE AT JOHNSTON,JOHNSTON,-4,100,100,80,-4,-4
30567,IA,CHAPELRIDGE OF COUNCIL BLUFFS,COUNCIL BLUFFS,100,100,98.3,56.4,16.4,15.5
39048,IA,CHAPELRIDGE OF MARION,MARION,100,100,99.7,46.9,11.9,11.9
25144,IA,CHESAPEAKE APTS,MOUNT PLEASANT,100,100,100,59.4,-4,-4
13315,IA,CHESAPEAKE APTS PHASE II,MOUNT PLEASANT,100,100,98.4,50,-4,-4
6934,IA,CHRIST THE KING SENIOR HOUSING,DES MOINES,100,100,100,0,82.1,82.1
11328,IA,CLINTON BLOCK,CLINTON,100,100,100,-4,-4,-4
334,IA,CLOVERIDGE APTS,ALTOONA,100,100,100,0,78.3,78.3
38786,IA,COBBLESTONE PLACE,DAVENPORT,100,100,100,-4,-4,-4
339,IA,COLUMBUS JUNCTION PARK,COLUMBUS JUNCTION,100,100,100,0,87.5,87.5
36357,IA,COMMONWEALTH SENIOR APARTMENTS,CEDAR RAPIDS,-4,100,100,0,76.1,76.1
33998,IA,COMMUNITY BASED SERVICES SE HOUSING PROJ,WAVERLY,100,100,100,0,-4,-4
17732,IA,COMMUNITY PLAZA APARTMENTS,FOREST CITY,100,100,100,-4,-4,-4
6894,IA,CONCORD TERRACE,IOWA CITY,100,100,100,0,57.1,57.1
22573,IA,CORAL RIDGE APARTMENTS,CORALVILLE,100,100,100,0,70.2,68.1
5694,IA,CORINTHIAN GARDENS,DES MOINES,-4,100,100,0,90.7,89.3
30513,IA,CORNERSTONE COMMONS,JOHNSTON,100,100,100,0,100,100
19935,IA,CORRIDOR WOODS LIMITED PARTNERSHIP,IOWA CITY,100,100,100,90.9,0,0
23110,IA,CORRIDOR WOODS LIMITED PARTNERSHIP,NORTH LIBERTY,100,100,100,90.9,0,0
38783,IA,COTTAGE GROVE,MUSCATINE,100,100,100,0,89.6,89.6
19989,IA,COTTAGES AT JOHNSTON COMMONS,JOHNSTON,100,100,100,0,93.5,93.5
2147,IA,COUNTRY CLUB APTS,OSCEOLA,100,100,100,37,-4,-4
17785,IA,COUNTRY CLUB VILLAGE PROJECT,WEST DES MOINES,100,100,100,37.8,10.4,9.6
5695,IA,COUNTRY HILL II APTS,CEDAR RAPIDS,100,100,100,27,20.2,18
36456,IA,COUNTRYSIDE OF CLINTON,CLINTON,100,100,100,0,93.5,93.5
36787,IA,COUNTRYSIDE VILLAGE OF MANCHESTER,MANCHESTER,100,100,100,0,70.8,70.8
6892,IA,COURT AVENUE LOFTS,DES MOINES,100,100,100,-4,0,0
6468,IA,COURT VIEW APARTMENTS,SIOUX CITY,100,100,100,66.7,-4,-4
22521,IA,CRANE ARTISTS LOFTS,DES MOINES,100,100,100,-4,0,0
18264,IA,CRESTON PLAZA APTS I,CRESTON,100,100,100,-4,-4,-4
1479,IA,CRESTON PLAZA APTS II,CRESTON,100,100,100,-4,45.8,45.8
39049,IA,CRESTVIEW TERRACE,WEST DES MOINES,100,100,100,0,83.6,83.6
35927,IA,CRESTWOOD RIDGE APARTMENTS,CEDAR RAPIDS,100,100,100,65.9,-4,-4
33991,IA,CROSS CREEK APARTMENTS PHASE I,DAVENPORT,-4,100,100,45.8,17.9,14.7
36451,IA,CROSS CREEK APARTMENTS PHASE II,DAVENPORT,-4,100,99.3,36.6,18.3,18.3
7526,IA,CROSSWINDS,DES MOINES,100,100,100,64.4,-4,-4
39207,IA,CUMBERLAND HOUSE,BETTENDORF,100,100,100,0,85.7,85.7
34995,IA,CYPRESS LOFTS,CEDAR RAPIDS,100,100,100,57.8,-4,-4
22621,IA,CYPRESS POINTE APTS I,EMMETSBURG,100,100,100,-4,-4,-4
332,IA,CYPRESS POINTE APTS II,EMMETSBURG,100,100,100,-4,-4,-4
11323,IA,DAVENPORT LOFTS,DAVENPORT,100,100,98.7,23.1,-4,-4
23106,IA,DEER MEADOW,KEOKUK,100,100,100,0,83.3,83.3
40863,IA,DEER RIDGE APTS I,DES MOINES,-4,100,99.2,53.3,-4,-4
6891,IA,DEER RIDGE II APARTMENTS,DES MOINES,100,100,100,52,-4,-4
23318,IA,DEER RIDGE III APARTMENTS,DES MOINES,100,100,100,58.3,-4,-4
13318,IA,DEER RIDGE IV APARTMENTS,DES MOINES,100,100,100,56.7,-4,-4
8771,IA,DEER RIDGE V APARTMENTS,DES MOINES,100,100,100,56.9,-4,-4
3932,IA,DEER RIDGE VI APARTMENTS,DES MOINES,-4,100,100,50,-4,-4
35828,IA,DES MOINES GREYSTONE HOMES LP,DES MOINES,100,100,100,80,0,0
36455,IA,DIAMOND SENIOR APARTMENTS OF DUBUQUE,DUBUQUE,-4,100,100,0,91.7,91.7
337,IA,DIAMOND SENIOR APARTMENTS OF IOWA CITY,IOWA CITY,100,100,100,0,66.7,66.7
20037,IA,DON DUFOE APTS,CENTER POINT,100,100,100,0,83.3,83.3
9266,IA,DRAKE SCHAULAND APTS,MUSCATINE,100,100,100,-4,-4,-4
27020,IA,EAGLE BLUFF APTS PHASE II,FORT MADISON,100,100,100,0,70.8,70.8
39203,IA,EAGLE BLUFF PHASE I,FORT MADISON,100,100,100,0,75,75
35882,IA,EAGLEWOOD PARK APTS,EAGLE GROVE,100,100,100,57.1,0,0
28840,IA,EAST DES MOINES REHAB,DES MOINES,100,100,100,56.7,-4,-4
11544,IA,EAST VILLAGE SQUARE APARTMENTS,DES MOINES,100,100,100,-4,-4,-4
19988,IA,EASTLAND PARK SENIOR APTS,ALGONA,100,100,100,0,79.2,79.2
3926,IA,EASTWOOD APTS,AMES,100,100,99.2,48.3,18.3,18.3
13317,IA,EDGEWOOD APTS,CEDAR RAPIDS,100,100,100,17.9,32.6,31.6
8725,IA,ELSIE MASON MANOR,DES MOINES,-4,100,100,0,89.9,89.9
23111,IA,EMERALD HILL APARTMENTS,OTTUMWA,100,100,100,-4,-4,-4
33996,IA,EMERSON POINT,IOWA CITY,100,100,100,0,100,100
18309,IA,ESW APARTMENTS,STUART,-4,100,100,0,46.8,46.8
23117,IA,ESW APARTMENTS,EARLHAM,-4,100,100,0,46.8,46.8
25192,IA,ESW APARTMENTS,WINTERSET,-4,100,100,0,46.8,46.8
22579,IA,EVERGREEN ESTATES I,FORT DODGE,-4,100,98.6,22.9,22.9,22.9
36458,IA,EVERGREEN ESTATES II,FORT DODGE,100,100,98.4,43.3,-4,-4
25194,IA,EVERGREEN MEADOWS APARTMENTS,PEOSTA,100,100,100,70.8,-4,-4
18214,IA,FAIRFIELD PARK I APARTMENTS,FAIRFIELD,100,100,100,-4,-4,-4
31407,IA,FAIRFIELD PARK II APARTMENTS,FAIRFIELD,100,100,100,-4,-4,-4
30568,IA,FAIRMONT PINES (FKA HORIZON HOMES),DAVENPORT,100,100,99.5,82.2,12.1,10.3
36408,IA,FAIRWAY ESTATES,SPENCER,100,100,100,-4,-4,-4
18212,IA,FB HARLAN,HARLAN,100,100,99,74.1,-4,-4
5692,IA,FEATHERSTONE APARTMENTS,COUNCIL BLUFFS,-4,100,99.5,74.5,-4,-4
31448,IA,FLETCHER ESTATES APARTMENT HOMES,ANKENY,100,100,100,37.5,22.9,22.9
29774,IA,FOREST VIEW APTS,NEWTON,100,100,100,-4,-4,-4
1475,IA,FORT DES MOINES,DES MOINES,100,100,99.4,34,-4,-4
29773,IA,FORT DES MOINES SR HOUSING,DES MOINES,100,100,100,0,98.3,98.3
39051,IA,FOX MEADOWS APTS,EVANSDALE,-4,100,100,0,90,90
39205,IA,FULTON PLACE,MUSCATINE,100,100,100,0,-4,-4
26974,IA,GARDEN VILLAGE APTS,ESTHERVILLE,100,100,100,-4,-4,-4
8779,IA,GATEWAY APTS,MONROE,100,100,100,0,-4,-4
34586,IA,GOOD LIFE RETIREMENT CENTER,NORWALK,100,100,100,0,91.1,91.1
13320,IA,GRANT TERRACE,OSKALOOSA,100,100,100,0,73.3,73.3
38785,IA,GRANT VILLAGE,MASON CITY,100,100,100,0,90.5,90.5
316,IA,GREENWAY OF BURLINGTON,BURLINGTON,-4,100,96.5,76.3,-4,-4
24512,IA,GRIMES PARK I,GRIMES,100,100,96.3,-4,-4,-4
13003,IA,GRINNELL ESTATES,GRINNELL,100,100,100,0,83.3,83.3
4466,IA,HAMILTON KNOLLS,WEBSTER CITY,100,100,100,0,-4,-4
7567,IA,HAMLIN BELL SENIOR HOUSING,PERRY,100,100,100,-4,68.8,68.8
18308,IA,HARRINGTON APARTMENTS,DES MOINES,100,100,100,0,-4,-4
35871,IA,HARRISON LOFTS (DAVENPORT),DAVENPORT,100,100,100,-4,-4,-4
18993,IA,HARRISON LOFTS (MUSCATINE),MUSCATINE,100,100,100,61.5,-4,-4
25189,IA,HARVESTER ARTIST LOFTS,COUNCIL BLUFFS,100,100,100,-4,-4,-4
27021,IA,HAWTHORN HILL,DES MOINES,100,100,100,-4,-4,-4
23108,IA,HEARTHSTONE APARTMENTS,SIOUX CITY,100,100,100,80,-4,-4
11325,IA,HEARTLAND HOMES,COUNCIL BLUFFS,-4,100,100,87.5,0,0
28792,IA,HEARTLAND SENIOR HOUSING,FORT DODGE,100,100,100,0,62.8,62.8
33990,IA,HENRY STOUT SENIOR APARTMENTS,DUBUQUE,100,100,100,0,69.7,69.7
23317,IA,HERITAGE APARTMENTS,WATERLOO,-4,100,100,57.4,-4,-4
17783,IA,HICKORY GROVE APTS,DES MOINES,-4,100,100,-4,71.4,71.4
8775,IA,HIGHLAND ESTATES,LE MARS,100,100,100,47.8,-4,-4
6893,IA,HIGHLAND PARK I,OSKALOOSA,100,100,100,0,62.5,62.5
21296,IA,HIGHLAND PARK II,OSKALOOSA,100,100,100,0,-4,-4
1463,IA,HILLDALE ESTATES,DENISON,100,100,100,56.4,-4,-4
8777,IA,HILLSIDE PARK,SIOUX CITY,-4,100,100,71,-4,-4
35872,IA,HILLTOP I,DES MOINES,-4,100,100,62.5,-4,-4
17731,IA,HILLTOP SENIOR,DES MOINES,-4,100,100,0,92.7,90.9
13322,IA,HOMES OF OAKRIDGE PHASE I,DES MOINES,100,100,100,70,14.5,12.7
30614,IA,HOMES OF OAKRIDGE PHASE II,DES MOINES,-4,100,100,54.5,21.4,21.4
13313,IA,HOMETOWN HARBOR BETTENDORF,BETTENDORF,100,100,100,0,94.8,94.8
39200,IA,HOMETOWN HARBOR WAUKEE,WAUKEE,100,100,100,0,100,100
1473,IA,HOTEL IOWA,KEOKUK,100,100,100,-4,57.8,57.8
11551,IA,HOTEL MAYTAG,NEWTON,100,100,100,-4,-4,-4
6834,IA,HOTEL PRESIDENT,WATERLOO,100,100,100,0,45.2,45.2
40818,IA,HUBBELL TOWER APARTMENTS,DES MOINES,100,100,98.7,0,-4,-4
8783,IA,HUMBOLDT WORKSHOP SE PROJECT,HUMBOLDT,100,100,100,-4,-4,-4
12047,IA,HUMBOLDT WORKSHOP SE PROJECT,DAKOTA CITY,100,100,100,-4,-4,-4
23115,IA,HUNTER'S RUN APTS,NEWTON,100,100,100,39.4,18.3,18.3
22144,IA,HURST APARTMENTS PHASE I,MAQUOKETA,100,100,100,0,83.3,83.3
35925,IA,HURST APARTMENTS PHASE II,MAQUOKETA,100,100,100,0,80,80
18268,IA,IRVING POINT,CEDAR RAPIDS,-4,100,100,0,100,100
22145,IA,IVY APARTMENTS,HUMBOLDT,100,100,100,-4,-4,-4
34847,IA,JACKSON POINT,FAIRFIELD,100,100,100,0,-4,-4
16009,IA,JEFFERSON POINT I,NORTH LIBERTY,100,100,100,0,70,70
39052,IA,JEFFERSON POINT II,NORTH LIBERTY,100,100,100,0,50,-4
22146,IA,KENNEDY POINT,DUBUQUE,100,100,100,0,-4,-4
35881,IA,KEOKUK SENIOR LOFTS,KEOKUK,100,100,100,0,85,85
25095,IA,KINGSTON VILLAGE,CEDAR RAPIDS,100,100,99,27.3,27.3,-4
7472,IA,LAFAYETTE SQUARE,DAVENPORT,100,100,99,59,-4,-4
27019,IA,LAKE PLAZA APARTMENTS PHASE I,CLEAR LAKE,100,100,100,0,87,87
25190,IA,LAKE PLAZA APARTMENTS PHASE II,CLEAR LAKE,100,100,100,0,95.7,95.7
330,IA,LAKE PLAZA APTS,LAKE CITY,100,100,100,-4,-4,-4
8822,IA,LANTERN PARK APTS (CHARLES CITY),CHARLES CITY,100,100,100,77.3,-4,-4
15862,IA,LANTERN PARK APTS (CLARION),CLARION,100,100,100,58.3,-4,-4
35932,IA,LANTERN PARK APTS (HAMPTON),HAMPTON,100,100,100,-4,-4,-4
15864,IA,LANTERN PARK APTS (OSAGE),OSAGE,100,100,100,-4,0,0
3929,IA,LANTERN PARK APTS (TAMA),TAMA,100,100,100,45.8,-4,-4
6940,IA,LANTERN PARK APTS (WAVERLY),WAVERLY,100,100,100,68.8,0,0
29729,IA,LAVERNE APARTMENTS,AMES,96.6,100,99.5,69,-4,-4
16013,IA,LAWLOR AND GARVEY PLACES,DUBUQUE,100,100,100,-4,0,0
23009,IA,LEGACY MANOR OF CEDAR RAPIDS,CEDAR RAPIDS,-4,100,100,-4,91.7,91.7
24452,IA,LEGACY MANOR OF MASON CITY I,MASON CITY,100,100,100,0,89.4,89.4
36351,IA,LEGACY MANOR OF MASON CITY II,MASON CITY,-4,100,100,0,74.4,74.4
36452,IA,LEGACY MANOR OF WATERLOO,WATERLOO,100,100,100,0,98.3,98.3
2144,IA,LEGACY PARK,DES MOINES,-4,100,99.2,78.9,-4,-4
1472,IA,LENOX PARK APTS,LENOX,100,100,100,-4,-4,-4
38784,IA,LESSENICH PLACE APARTMENTS,SIOUX CITY,-4,100,100,-4,48.8,48.8
13005,IA,LEXINGTON PLACE,IOWA CITY,100,100,100,0,50,50
8772,IA,LIBERTY MANOR,WATERLOO,100,100,100,0,62.5,62.5
24453,IA,LIGUTTI TOWER,DES MOINES,-4,100,100,0,83.5,83.5
35926,IA,LINCOLN TERRACE,OSKALOOSA,100,100,100,0,-4,-4
40866,IA,LINDEN APARTMENTS,BOONE,100,100,100,-4,-4,-4
11330,IA,LYN CIRCLE TOWNHOMES,WAUKEE,-4,100,100,54.8,-4,-4
23109,IA,LYN CROSSING APARTMENTS,DES MOINES,100,100,100,51.5,-4,-4
18310,IA,LYNNWOOD APTS,MARION,100,100,97.7,-4,-4,-4
20040,IA,MANCHESTER PARK III,MANCHESTER,100,100,100,65,-4,-4
16005,IA,MAPLE GROVE VILLAS,WEST DES MOINES,100,100,98.5,60.4,6.8,5.5
24510,IA,MAPLE LANE APTS,DES MOINES,100,100,98.3,72.2,-4,-4
7573,IA,MAPLE RIVER APTS,IDA GROVE,100,100,100,-4,-4,-4
25147,IA,MARENGO PARK APARTMENTS,MARENGO,100,100,100,-4,-4,-4
31406,IA,MARION MANOR I,IOWA FALLS,100,100,100,0,91.7,91.7
25195,IA,MARION MANOR II,IOWA FALLS,100,100,100,-4,-4,-4
3933,IA,MARKETPLACE LOFTS,DES MOINES,100,100,100,-4,-4,-4
22576,IA,MARQUETTE HALL,DUBUQUE,100,100,100,0,-4,-4
24464,IA,MARSH PLACE APTS,WATERLOO,100,100,100,-4,-4,-4
24507,IA,MARSHALLTOWN SUNDANCE APTS,MARSHALLTOWN,100,100,98.8,65.6,0,0
16012,IA,MARTIN TOWER,SIOUX CITY,-4,100,100,0,57.5,57.5
36457,IA,MARYCREST,DAVENPORT,100,100,100,0,73.5,73.5
5688,IA,MARYCREST SENIOR CAMPUS II,DAVENPORT,100,100,100,0,94,94
8773,IA,MARYCREST SENIOR CAMPUS III,DAVENPORT,100,100,100,-4,93.5,93.5
5699,IA,MARYCREST SENIOR CAMPUS IV,DAVENPORT,100,100,100,0,90,85
18989,IA,MEADOW CREST GARDENS I,DAVENPORT,100,100,100,0,89.6,89.6
29730,IA,MEADOW CREST PHASE II,DAVENPORT,100,100,100,0,94.4,91.7
29777,IA,MEADOW LAKE APTS,CLEAR LAKE,100,100,100,-4,-4,-4
8774,IA,MEADOW RUN APTS,CLARINDA,100,100,100,31.8,-4,-4
7571,IA,MEADOW VISTA PARKSIDE,ALTOONA,100,100,100,91.5,-4,-4
22578,IA,MEADOW VISTA SR VILLAS,ALTOONA,-4,100,100,0,100,100
22572,IA,MEADOWBROOK APTS,OSKALOOSA,100,100,100,-4,-4,-4
321,IA,MEADOWLARK PLACE APARTMENTS,GRIMES,100,100,100,48.8,19.5,19.5
29731,IA,MEADOWS APTS OF NEVADA,NEVADA,100,100,100,0,57.6,57.6
6466,IA,MELBOURNE APARTMENTS I,DES MOINES,-4,100,97.4,45.8,-4,-4
11273,IA,MELBOURNE APARTMENTS II,DES MOINES,100,100,99.3,55,-4,-4
31451,IA,MELBOURNE APARTMENTS III,DES MOINES,-4,100,97.9,41.2,-4,-4
11550,IA,MELROSE RIDGE,IOWA CITY,100,100,100,0,-4,-4
34040,IA,METRO LOFTS,DES MOINES,-4,100,100,20,-4,-4
3975,IA,MISSISSIPPI LOFTS,DAVENPORT,100,100,100,-4,-4,-4
33989,IA,MITCHELLVILLE PARK APTS,MITCHELLVILLE,100,100,100,-4,-4,-4
24713,IA,MLK BRICKSTONE I,DES MOINES,100,100,100,-4,-4,-4
7568,IA,MLK BRICKSTONE II,DES MOINES,100,100,100,-4,-4,-4
2093,IA,MLK CROSSING SENIOR APARTMENTS,DES MOINES,100,100,100,0,69.4,69.4
29726,IA,MONTEREY POINT,CARROLL,100,100,100,0,47.8,47.8
22620,IA,MONTROSE SENIOR APTS,MONTROSE,100,100,100,0,75,75
13325,IA,MT PLEASANT PARK APTS,MOUNT PLEASANT,-4,100,100,54.2,-4,-4
18988,IA,MURRAY APARTMENTS,SIOUX CITY,100,100,100,0,-4,-4
6937,IA,NATIONAL BISCUIT CO FLATS,DES MOINES,100,100,100,0,-4,-4
20035,IA,NEVADA ELDERLY APTS,NEVADA,100,100,100,0,-4,-4
20036,IA,NEW VISIONS CENTER,COUNCIL BLUFFS,100,100,100,0,-4,-4
3931,IA,NEWTON PLAZA APTS,NEWTON,100,100,100,-4,-4,-4
30517,IA,NEWTON SENIOR RESIDENCE,NEWTON,100,100,100,0,98.1,98.1
29772,IA,NEWTON SUNDANCE APTS,NEWTON,100,100,100,41.2,-4,-4
20042,IA,NORTH FRONT PARK APTS,NORTH LIBERTY,100,100,100,81,0,0
2186,IA,NORTH LIBERTY LIVING CENTER,NORTH LIBERTY,100,100,100,0,98.7,98.7
30571,IA,NORTHPARK APARTMENTS,STORM LAKE,100,100,100,52.2,-4,-4
341,IA,NORTHRIDGE APTS,FORT DODGE,100,100,100,0,88.6,88.6
36453,IA,NORTHRIDGE APTS II,FORT DODGE,100,100,100,0,100,100
11546,IA,NORTHWOOD COURT APTS,SIOUX CENTER,100,100,100,-4,-4,-4
3928,IA,NORWALK & GRIMES PARKS II,NORWALK,100,100,100,35.9,-4,-4
5689,IA,NORWALK & GRIMES PARKS II,GRIMES,100,100,100,35.9,-4,-4
340,IA,NORWALK PARK APTS,NORWALK,100,100,95.8,-4,-4,-4
16887,IA,OAK CROSSING,GRIMES,100,100,100,-4,-4,-4
36406,IA,OAK HILL JACKSON BRICKSTONE,CEDAR RAPIDS,100,100,100,-4,-4,-4
31506,IA,OAK TERRACE,OTTUMWA,100,100,100,-4,0,0
17779,IA,OAKLAND PARK APTS,OAKLAND,100,100,100,-4,-4,-4
18990,IA,OAKVIEW TERRACE APARTMENTS,DES MOINES,-4,100,100,41.2,14.9,13.6
36354,IA,OLIVE STREET BRICKSTONE,DES MOINES,100,100,100,-4,-4,-4
17786,IA,OSCEOLA ESTATES,OSCEOLA,100,100,100,-4,-4,-4
40817,IA,PARK RUN APARTMENTS,LE CLAIRE,100,100,96.3,60,-4,-4
39198,IA,PARKERSBURG VILLAGE APTS,PARKERSBURG,100,100,100,-4,-4,-4
18992,IA,PARKSIDE EAST I APARTMENTS,DES MOINES,100,100,100,70.4,-4,-4
27018,IA,PARKSIDE EAST II APARTMENTS,DES MOINES,100,100,100,-4,0,0
7572,IA,PARKSIDE EAST III APARTMENTS,DES MOINES,100,100,100,57.1,-4,-4
33992,IA,PARKSIDE EAST IV APARTMENTS,DES MOINES,100,100,100,56.5,-4,-4
18656,IA,PARKVIEW APTS,MANSON,100,100,100,0,80,80
29775,IA,PARKVIEW APTS,SIBLEY,100,100,100,0,80,80
16003,IA,PARKWILD APTS,COUNCIL BLUFFS,100,100,100,52.1,-4,-4
30570,IA,PARKWILD II,COUNCIL BLUFFS,100,100,99.1,45.7,-4,-4
16006,IA,PARKWINDS,DES MOINES,-4,100,100,55.4,12,-4
35022,IA,PEBBLE CREEK APARTMENTS,MASON CITY,100,100,96.7,-4,-4,-4
23013,IA,PEBBLE CREEK VILLAS,LE CLAIRE,100,100,100,-4,83.3,77.8
34996,IA,PHEASANT RIDGE,IOWA CITY,100,100,100,57.3,10.9,9.3
34845,IA,PHEASANT RUN APTS (POSTVILLE),POSTVILLE,100,100,99.2,66.7,-4,0
7574,IA,PHEASANT RUN APTS I (DEWITT),DE WITT,100,100,100,0,0,0
3978,IA,PINE VALLEY APTS (REGENCY VILLA CARROLL),CARROLL,100,100,100,0,-4,-4
38617,IA,PINEVIEW APTS,WATERLOO,100,100,100,-4,-4,0
17781,IA,PINNACLE APTS OF SIOUX CITY,SIOUX CITY,100,100,100,-4,-4,-4
13316,IA,PINNACLE APTS OF WATERLOO,WATERLOO,100,100,100,-4,-4,-4
35878,IA,PINNACLE OF BOONE,BOONE,100,100,100,26.4,-4,-4
6840,IA,PLYMOUTH PLACE,DES MOINES,100,100,100,0,100,100
35877,IA,PRAIRIE CITY PARK APTS,PRAIRIE CITY,100,100,100,0,75,75
27023,IA,PRAIRIE HEIGHTS,ORANGE CITY,100,100,100,-4,-4,-4
17784,IA,PRAIRIE RIDGE,SHELDON,100,100,100,52.4,0,0
24505,IA,PRAIRIE ROSE,EMMETSBURG,100,100,100,-4,-4,-4
18311,IA,PRAIRIE TOWNHOMES,OTTUMWA,100,100,100,63.2,-4,-4
26919,IA,PRAIRIE VILLAGE OF ADEL,ADEL,100,100,100,0,56.5,56.5
40761,IA,PRAIRIE VILLAGE OF LAPORTE CITY,LA PORTE CITY,-4,100,100,0,61.3,58.1
16010,IA,PRAIRIEVIEW MANOR APTS,WEBSTER CITY,100,100,100,-4,58.3,58.3
13047,IA,PRAIRIEWINDS,DES MOINES,100,100,100,54.2,-4,-4
1480,IA,PRESTWICK APTS,SIOUX CITY,100,100,100,-4,48.8,48.8
21295,IA,PRIME LIVING APARTMENTS,LE MARS,100,100,100,0,95.6,95.6
