ID,STATE,PROPERTYNAME,UNITS_RNTASSTNCE_MSNG_PCT,UNITS_RNTASSTNCE_RPTD_0_PCT,UNITS_RNTASSTNCE_RPTD_GRT0_PCT
28560,NM,CASA ALEGRE PHASE II APARTMENTS (Y15),0,0,100
19812,NM,CASA BONITA APARTMENTS,-4,0,-4
31996,NM,CASA BONITA I,-4,0,-4
24910,NM,CASA BONITA II,-4,0,-4
18859,NM,CASA FELIZ,83.5,0,16.5
18858,NM,CASA LINDA APARTMENTS,-4,0,-4
28564,NM,CASA RUFINA,77,0,23
10114,NM,CASA RUFINA II,-4,0,-4
7439,NM,CASA VILLITA APARTMENTS (SANTA FE RETIREMENT),65.1,0,34.9
36224,NM,CASAMERA APARTMENTS,-4,0,-4
6176,NM,CASITAS DE COLORES,-4,0,-4
26886,NM,CEDAR HILLS (PAHA LIHTC HOMES #1),100,0,0
40588,NM,CENTRAL APARTMENTS,0,0,100
19853,NM,CHACO RIVER II,100,0,0
35800,NM,CHATEAU APARTMENTS,-4,0,-4
589,NM,CHUSKA APARTMENTS,-4,0,-4
6169,NM,CIMMARON II APARTMENTS,69.9,0,30.1
40581,NM,CLIFFSIDE APARTMENTS,-4,0,-4
14918,NM,CLIFFSIDE II APARTMENTS,0,0,100
25533,NM,CLIFFSIDE III APARTMENTS,0,0,100
19857,NM,COLUMBUS APARTMENTS,0,0,100
2698,NM,COTTONWOOD APARTMENTS (LA CANTERA SENIOR APTS),68.6,0,31.4
14961,NM,COTTONWOOD COMMONS,-4,0,-4
24273,NM,COUNTRY CLUB APARTMENTS,64.5,0,35.5
6177,NM,CUATRO APARTMENTS,80,0,20
2118,NM,DEER HOLLOW SENIOR APARTMENTS,0,0,100
19807,NM,DEMING MANOR APARTMENTS,-4,0,-4
36231,NM,DEPOT APARTMENTS (Y15),-4,0,-4
38162,NM,DESERT PALMS APARTMENTS,89,0,11
35799,NM,DESERT SUN APARTMENTS,-4,0,-4
14639,NM,DESERT SUN APARTMENTS II,0,0,100
31157,NM,DESERT WILLOW APARTMENTS,77.7,0,22.3
35797,NM,DONA ANA 6 - DONA ANA MULTI-FAMILY PART 2015,-4,0,-4
20530,NM,DONA ANA 6 - DONA ANA MULTI-FAMILY PART 2015,-4,0,-4
1968,NM,DOWNTOWN @ 700-2ND,-4,0,-4
20486,NM,EATON VILLAGE APARTMENTS,-4,0,-4
24909,NM,EATON VILLAGE APARTMENTS I,-4,0,-4
20489,NM,EL CAMINO REAL APARTMENTS,0,0,100
14920,NM,EL PASEO APARTMENTS,57.8,0,42.2
2114,NM,EL PUEBLO/MADEIRA APARTMENTS,66.4,0,33.6
24272,NM,ENCHANTED VISTA APARTMENTS,88.5,0,11.5
31266,NM,EVERGREEN APARTMENTS,66.7,0,33.3
19854,NM,FALCON RIDGE,-4,0,-4
31156,NM,FOUR HILLS APARTMENTS,62.7,0,37.3
581,NM,FRANKLIN VISTA III APARTMENTS,0,0,100
12878,NM,FRANKLIN VISTA IV APARTMENTS,0,0,100
38205,NM,FRANKLIN VISTA V,0,0,100
20487,NM,FRANKLIN VISTA VI,0,0,100
8644,NM,FRANKLIN VISTA VII,0,0,100
40587,NM,GALLINAS VALLEY APARTMENTS,-4,0,-4
38161,NM,GALLUP 3-NM MULTI-FAMILY PARTNERSHIP 2012,-4,0,-4
25173,NM,GATEWOOD VILLAGE APARTMENTS,-4,0,-4
20490,NM,HIDDEN VALLEY VILLAGE,-4,0,-4
6170,NM,HIGHLAND PARK APARTMENTS,0,0,100
32002,NM,HILLCREST MANOR,-4,0,-4
17390,NM,HILLRIDGE APARTMENTS,-4,0,-4
17395,NM,HILLSIDE APARTMENTS,-4,0,-4
38163,NM,HILLTOP APARTMENTS,-4,0,-4
14640,NM,HOTEL CLOVIS LOFTS,-4,0,-4
2740,NM,IMPERIAL BUILDING,-4,0,-4
18857,NM,JACK RABBIT HILL DEVELOPMENT,-4,0,-4
36226,NM,JEFFERSON CROSSINGS (SANDPIPER APARTMENTS),82.8,0,17.2
28567,NM,KING ARTHUR'S COURT APARTMENTS,-4,0,-4
7436,NM,KRISTIN PARK APARTMENTS 2014,0,0,100
32003,NM,LA PALOMA DEL SOL I APTS.,-4,0,-4
25170,NM,LA PALOMA DEL SOL II APARTMENTS (Y15),-4,0,-4
21577,NM,LA PRADERA,-4,0,-4
17388,NM,LA TERRAZA APARTMENTS 2009 (FARMINGTON),76.7,0,23.3
21580,NM,LA TIERRA APARTMENT HOMES,76.7,0,23.3
28566,NM,LA VIDA NUEVA,85.8,0,14.2
17389,NM,LA VILLA ELENA APARTMENTS,-4,0,-4
38160,NM,LADERA SENIOR APARTMENTS AKA LA TERRAZA,62.3,0,37.7
2739,NM,LAGUNA LIMITED PARTNERSHIP I,100,0,0
24280,NM,LAGUNA LIMITED PARTNERSHIP II,100,0,0
17393,NM,LAGUNA LIMITED PARTNERSHIP II,100,0,0
38203,NM,LAS BRISAS APARTMENTS,73.5,0,26.5
13447,NM,LAS LOMAS APARTMENTS,-4,0,-4
14922,NM,LIFESTYLE APARTMENTS AT RENAISSANCE,86,0,14
25175,NM,LINTERO APARTMENTS,-4,0,-4
36228,NM,LOBO CANYON APARTMENTS,-4,0,-4
14641,NM,LOS ALTOS VILLAS,82,0,18
20481,NM,LOS CABALLOS III APARTMENTS,0,0,100
40585,NM,LUNA LODGE PROJECT (UBUNTU),100,0,0
17394,NM,MAGDALENA HALL HOTEL,100,0,0
28562,NM,MAIN STREET TOWNHOMES,44,0,56
9222,NM,MANHATTAN APARTMENTS,-4,0,-4
38204,NM,MANZANO MESA APARTMENTS,61.2,0,38.8
36227,NM,MESA DEL NORTE,58.3,0,41.7
586,NM,MESA GRANDE,48.6,0,51.4
10115,NM,MESA VERDE APARTMENTS,80.3,0,19.7
17391,NM,MESA VILLAGE,81.7,0,18.3
24277,NM,MESQUITE VILLAGE (LC),0,0,100
7435,NM,MESQUITE VILLAGE (TEXICO),-4,0,-4
36223,NM,MIRA VISTA VILLAS,51.7,0,48.3
9220,NM,MONTANA MEADOWS APARTMENTS,0,0,100
12875,NM,MONTANA SENIOR VILLAGE,31.3,0,68.8
13444,NM,MONTANA SENIOR VILLAGE II,58.5,0,41.5
10117,NM,MONTGOMERY MANOR APARTMENTS,0,0,100
28565,NM,MOUNTAIN VIEW SENIOR APARTMENTS,69.6,0,30.4
12874,NM,MOUNTAIN VISTA APARTMENTS,55.8,0,44.2
31269,NM,MUNDO RANCH,100,0,0
587,NM,NAPI/SHIPROCK,100,0,0
31997,NM,NEW LEAF COMMUNITY,74.5,0,25.5
588,NM,NLH4,52.1,0,47.9
26847,NM,NORTH STAR APARTMENTS,0,0,100
25530,NM,NORTH STAR APARTMENTS,0,0,100
21576,NM,NORTHGATE VILLAGE APARTMENTS,0,0,100
6174,NM,PARK PLACE (CASA HERMOSA),-4,0,-4
590,NM,PARKSIDE TERRACE,71.9,0,28.1
12876,NM,PARKSIDE VILLAGE,52.4,0,47.6
18863,NM,PASA TIEMPO,100,0,0
25528,NM,PASEO DEL ORO APARTMENTS,0,0,100
18862,NM,PASEO DEL SOL (EL PASEO II),83.1,0,16.9
36225,NM,PASEO DEL SOL APARTMENTS,81.3,0,18.8
3693,NM,PECOS VALLEY VILLAGE COUNTRY INVESTMENT,-4,0,-4
26845,NM,PINOS BLANCOS II APARTMENTS,-4,0,-4
8642,NM,PLAYA ESCONDIDA 2014,-4,0,-4
6175,NM,PLAZA CIUDANA,75,0,25
583,NM,PLAZA DAVID CHAVEZ (SUNNY ACRES),0,0,100
17392,NM,PLAZA FELIZ,80,0,20
24911,NM,POLK AVENUE APARTMENTS,0,0,100
36230,NM,PORTALES ESTATES LIMITED PARTNERSHIP,-4,0,-4
2112,NM,RIO ABAJO APARTMENTS,-4,0,-4
25169,NM,RIO MIMBRES II APARTMENTS,0,0,100
25168,NM,RIO VERDE APARTMENTS (Y15),-4,0,-4
25172,NM,RIO VOLCAN APARTMENTS,83.6,0,16.4
12877,NM,RIO VOLCAN II,67.3,0,32.7
14597,NM,RIVER GLEN APARTMENTS,80.6,0,19.4
2113,NM,ROSWELL SUMMIT APARTMENTS,0,0,100
20484,NM,SAGE APARTMENTS,-4,0,-4
582,NM,SAGEBRUSH PLACE APARTMENTS,0,0,100
40584,NM,SAN MIGUEL SENIOR APARTMENTS,0,0,100
14598,NM,SAN TIERRA APARTMENTS,88.2,0,11.8
31999,NM,"SANDIA VALLEY APARTMENTS, PHASE I",80.6,0,19.4
25529,NM,"SANDIA VALLEY APARTMENTS, PHASE II",80.6,0,19.4
584,NM,SANDIA VISTA APARTMENTS,10,0,90
24275,NM,SANTA FE COMMUNITY LIVING,17.8,0,82.2
26887,NM,SANTA TERESA TERRACE PHASE I,84.8,0,15.2
7440,NM,SANTA TERESA TERRACE PHASE II,91.1,0,8.9
12873,NM,SAWMILL LOFTS,-4,0,-4
37727,NM,SD-Y2K LIMITED PARTNERSHIP,100,0,0
8600,NM,SEDONA VILLAGE,68,0,32
32941,NM,SIERRA VISTA 2011 (PARKSIDE MANOR),0,0,100
19856,NM,SILVER CLIFFS APARTMENTS,38,0,62
38206,NM,SILVER GARDENS PHASE I,71.4,0,28.6
2741,NM,SILVER GARDENS PHASE II,68.9,0,31.1
19808,NM,SILVER MOON LODGE,90.1,0,9.9
38207,NM,SOLERAS STATION,71.2,0,28.8
31155,NM,SOUTHVIEW APARTMENTS,-4,0,-4
31998,NM,SPICEWOOD CANYON VILLAS,49.2,0,50.8
32942,NM,STERLING DOWNTOWN,87.7,0,12.3
18861,NM,STONE MOUNTAIN PLACE,70.1,0,29.9
32000,NM,SUNDOWNER PROJECT (UHURU),-4,0,-4
40583,NM,SUNPOINTE PARK APARTMENTS,-4,0,-4
2117,NM,SUNPORT APARTMENTS,-4,0,-4
20485,NM,SUNRISE HOMES,65.6,0,34.4
24278,NM,TAOS HAUS+6,-4,0,-4
21578,NM,THE ARTISAN AT SAWMILL VILLAGE,-4,0,-4
25171,NM,THE BLUFFS AT TIERRA CONTENTA,67.9,0,32.1
40580,NM,THE VILLAGE SAGE,65,0,35
25532,NM,TIERRA MONTOSA PHASE II,78.6,0,21.4
19811,NM,TRADEWINDS CARRIAGE APARTMENTS,0,0,100
14638,NM,TRES SANTOS APARTMENTS (SUNSET VIEW SENIOR APTS),57,0,43
31268,NM,TUSCANY AT ST. FRANCIS,49.4,0,50.6
19809,NM,VALENCIA COURT APARTMENTS,57.4,0,42.6
1967,NM,VALLE VERDE II APARTMENTS,0,0,100
19855,NM,VALLEY VIEW APARTMENTS,-4,0,-4
20483,NM,VENTANA COVE APARTMENTS,66.7,0,33.3
14921,NM,VENTANA DE VIDA PHASE II,58.3,0,41.7
3694,NM,VENTANA DE VIDA SENIOR APTS.,56.7,0,43.3
26846,NM,VENTANA RANCH APARTMENTS,82.9,0,17.1
585,NM,VILLA ALEGRE FAMILY,43.1,0,56.9
40582,NM,VILLA ALEGRE SENIOR APARTMENTS,30,0,70
40586,NM,VILLA DE GALLUP,-4,0,-4
1966,NM,VILLA DE GALLUP PHASE TWO,-4,0,-4
26843,NM,VILLA DE SAN FELIPE,72.2,0,27.8
6173,NM,VILLA HERMOSA (SANTA FE),-4,0,-4
7395,NM,VILLA HERMOSA APARTMENTS,75,0,25
9221,NM,VILLA LAS VEGAS,53.3,0,46.7
7437,NM,VILLA MENTMORE,-4,0,-4
13446,NM,VILLA NUEVA (SAWMILL SENIOR HOUSING),73.3,0,26.7
8599,NM,VILLA REAL I APARTMENTS,-4,0,-4
2699,NM,VILLA REAL II APARTMENTS,-4,0,-4
24276,NM,VILLAGE AT AVALON AKA LOS VOLCANES,88.7,0,11.3
14919,NM,VILLAGE IN THE BOSQUE,21.7,0,78.3
20480,NM,VILLAS DE SAN IGNACIO,85,0,15
2111,NM,VILLAS ESPERANZA - LAFAYETTE SQUARE APTS,-4,0,-4
26888,NM,VILLAS OF BRIAR RIDGE,-4,0,-4
36229,NM,VISTA GRANDE APARTMENTS,37.9,0,62.1
20479,NM,VISTA LINDA APARTMENTS,-4,0,-4
32940,NM,VISTA MONTANA,-4,0,-4
9219,NM,VOLCANES COMMONS AKA-GLENRIO APARTMENTS,64.1,0,35.9
2742,NM,WALNUT STREET COURTYARD HOMES,-4,0,-4
13443,NM,WESTPARK APARTMENTS,77.1,0,22.9
10116,NM,WESTWOOD VILLAGE APARTMENTS,-4,0,-4
6171,NM,WHITE SANDS VILLAGE,100,0,0
8646,NM,WHITE SANDS VILLAGE PHASE II,100,0,0
7442,NM,WILDEWOOD APARTMENTS,0,0,100
8643,NM,WILLOW BEND VILLAS,78.3,0,21.7
20488,NM,WILSHIRE GARDENS,68.4,0,31.6
24279,NM,ZHA LIHTC #1,100,0,0
37728,NM,ZHA LIHTC #2,100,0,0
21532,NV,ACAPELLA  SENIOR APTS,0,-4,-4
26840,NV,ACAPELLA DUET,0,-4,-4
38153,NV,AGATE SENIORS,0,92.9,7.1
25482,NV,ARBOR COVE @ VIRGINIA LAKE,0,72.7,27.3
14917,NV,ARBOR POINTE,0,83.9,16.1
14589,NV,ARBORWOOD I APARTMENTS,0,-4,-4
37726,NV,ARBORWOOD II APARTMENTS,0,-4,-4
1964,NV,ARBORWOOD III APARTMENTS,0,0,100
32773,NV,ASPEN TERRACE APARTMENTS,0,57.1,42.9
31153,NV,ASPEN VILLAGE,0,-4,-4
6168,NV,AUSTIN CREST APTS,0,71.4,28.6
1963,NV,AUTUMN VILLAGE APTS,0,-4,-4
32772,NV,BONANZA PINES SENIOR APARTMENT,0,-4,-4
19639,NV,"BOULDER CREEK ICG, LLC",0,70.2,29.8
14592,NV,BOULDER POINTE,0,77,23
29224,NV,CAREFREE LIVING LINCOLN COUNTY,0,-4,-4
29223,NV,CAREFREE LIVING LINCOLN COUNTY,0,-4,-4
21261,NV,CAREFREE LIVING LINCOLN COUNTY,0,-4,-4
31222,NV,CEDAR VILLAGE APTS,0,90.3,9.7
36220,NV,CENTENNIAL PARK ANNEX,0,-4,-4
3689,NV,CHEYENNE CROSSING,0,75,25
9217,NV,CIMARRON VILLAGE,0,-4,-4
13442,NV,CITIVISTA SENIOR APARTMENTS,0,50.7,49.3
14590,NV,CITY HALL APARTMENTS,0,50,50
25167,NV,COMMUNITY GARDENS,0,20.3,79.7
26842,NV,CORONADO DRIVE SENIOR HOUSING,0,50.8,49.2
21258,NV,COTTONWOOD APARTMENTS,0,0,100
26839,NV,COTTONWOOD VILLAGE,0,-4,-4
2695,NV,COURTYARDS,0,67.9,32.1
37725,NV,DAKOTA CREST APTS.,0,59.6,40.4
29220,NV,DAVID HOGGARD FAMILY COMM. AKA EVERGREEN,0,78,22
8595,NV,DIAMOND CREEK APARTMENTS,0,87.1,12.9
21535,NV,EASTLINE APARTMENTS,0,-4,-4
19641,NV,ENSEMBLE SENIOR APARTMENTS II,0,93.1,6.9
17816,NV,ETHEL MAE FLETCHER I,0,-4,-4
3690,NV,ETHEL MAE FLETCHER II,0,-4,-4
38152,NV,ETHEL MAE ROBINSON SENIOR APTS,0,-4,-4
2696,NV,ETHEL MAE ROBINSON SENIOR II,0,-4,-4
14588,NV,FERNWOOD MEADOWS,0,0,100
21257,NV,FOOTHILL GARDENS APTS,0,11.5,88.5
36179,NV,GLENBROOK TERRACE,0,80.8,19.2
14587,NV,GOLDEN APARTMENTS,0,-4,-4
12867,NV,GRACE SENIOR APARTMENTS,0,78.8,21.2
8596,NV,HERITAGE PARK APARTMENTS,0,0,100
7392,NV,HIGHLAND TERRACE,0,-4,-4
38157,NV,HILLSIDE MEADOWS,0,65.9,34.1
19806,NV,HOMESTEAD,0,0,100
31151,NV,HORIZON APARTMENTS,0,-4,-4
40576,NV,HORIZON PINES SENIOR APARTMENTS,0,-4,-4
19802,NV,HORIZON SENIORS,0,89.5,10.5
38151,NV,HUMBOLDT PINES - ELDERLY,0,-4,-4
14591,NV,HUMBOLDT PINES FAMILY,0,-4,-4
10112,NV,HUMBOLDT VILLAGE APARTMENTS,0,-4,-4
25484,NV,INDIGO VILLAGE APARTMENTS,0,-4,-4
26841,NV,JUNIPER VILLAGE,0,65.9,34.1
2697,NV,KINGSBURY VILLAGE,0,41.7,58.3
14912,NV,LAKE TONOPAH,0,69.7,30.3
31224,NV,LAKE VISTA APARTMENTS II,0,-4,-4
38156,NV,LANDSMAN GARDENS,0,-4,-4
21259,NV,LARIOS ARMS SENIOR APARTMENTS,0,-4,-4
14595,NV,LARIOS ARRMS II,0,-4,-4
14593,NV,LINCOLN WAY,0,48.9,51.1
32775,NV,LINDELL HARBOR,0,100,0
8594,NV,LOS PECOS APARTMENTS,0,93.1,6.9
6167,NV,LOUISE SHELL/HARMONY PARK APTS,0,-4,-4
37723,NV,LOVELOCK GARDEN APARTMENTS,0,-4,-4
32938,NV,MADISON PALMS,0,-4,-4
24231,NV,MAHOGANY COURT,0,-4,-4
25481,NV,MARYLAND VILLAS,0,82.4,17.6
8597,NV,MCKNIGHT SENIOR VIL III,0,-4,-4
13249,NV,MCKNIGHT SENIOR VILLAGE,0,86.7,13.3
24233,NV,MCKNIGHT SENIOR VILLAGE II,0,-4,-4
31221,NV,MCKNIGHT SENIOR VILLAGE POST 15,0,-4,-4
32939,NV,MEADOWBROOK APARTMENTS,0,-4,-4
35794,NV,METROPOLITAN GARDENS,0,0,100
25526,NV,MINUET SENIOR II,0,-4,-4
31152,NV,MINUET SENIORS I,0,-4,-4
20478,NV,MOUNTAIN SHADOWS APARTMENTS,0,-4,-4
36221,NV,MOUNTAIN VIEW,0,-4,-4
40579,NV,ORCHARD CLUB,0,84.4,15.6
37724,NV,OTTO MERIDA DESERT VILLAS,0,-4,-4
35751,NV,PAHRUMP VALLEY APTS.,0,0,100
40430,NV,PALM TERRACE SENIOR VILLAGE,0,65.1,34.9
14596,NV,PARK MANOR,0,-4,-4
38154,NV,PARKSIDE GARDEN APARTMENTS,0,90.6,9.4
24230,NV,PARKWAY AT SILVERADO RANCH,0,86.4,13.6
21530,NV,PARKWAY PLAZA APARTMENTS,0,70.9,29.1
25485,NV,PARKWAY VISTA SENIOR COMMUNITY,0,-4,-4
1965,NV,PERSHING MEADOWS APARTMENTS,0,0,100
31265,NV,QUAIL RUN AT RIVER'S EDGE,0,-4,-4
21531,NV,RIVER SENIOR APARTMENT,0,56.6,43.4
3691,NV,RIVER VALLEY APARTMENTS,0,-4,-4
21255,NV,RIVERWOOD II APARTMENTS,0,-4,-4
35796,NV,RIVERWOOD VILLAGE,0,-4,-4
29219,NV,ROCKWOOD APARTMENTS,0,-4,-4
8598,NV,ROSEWOOD VILLAGE APARTMENTS,0,-4,-4
35750,NV,RUBY HILLS APTS,0,0,100
14914,NV,RUSSELL SENIOR APTS. PH. II,0,-4,-4
38158,NV,RUSSELL SENIORS III,0,-4,-4
25480,NV,SAGE WEST I & II,0,60,40
38155,NV,SANTA BARBARA PALMS,0,-4,-4
32771,NV,SANTA BARBARA PALMS 2,0,-4,-4
9176,NV,SARANN KNIGHT APTS,0,-4,-4
14913,NV,SEN. HARRY REID SENIOR APTS AKA 11TH ST,0,-4,-4
21256,NV,SENATOR RICHARD BRYAN APTS,0,80,20
19803,NV,SENATOR RICHARD BRYAN II,0,-4,-4
36177,NV,SHADOW CREEK APARTMENTS,0,-4,-4
21260,NV,SHADOW CREEK II,0,0,100
28559,NV,SIERRA CREST SENIOR APTS,0,73.6,26.4
19640,NV,SIERRA MANOR APTS,0,-4,-4
32937,NV,SIERRA RUN APARTMENTS,0,-4,-4
40578,NV,SIERRA RUN II,0,0,100
32774,NV,SIERRA SPRINGS APARTMENTS,0,-4,-4
12866,NV,SILVER CREEK,0,78.5,21.5
31154,NV,SILVER SAGE AT NEIL ROAD,0,62.1,37.9
7394,NV,SILVER SAGE SENIOR RESIDENCE,0,58.5,41.5
35795,NV,SILVER TERRACE APARTMENTS,0,21,79
21533,NV,SKYLINE APARTMENTS,0,81.8,18.2
12868,NV,SKYVIEW APARTMENTS,0,-4,-4
2693,NV,SOMERSET COMMONS AKA SARATOGA PALMS EI,0,-4,-4
24232,NV,SONOMA PALMS,0,70.6,29.4
17815,NV,SOUTHGATE APARTMENTS,0,-4,-4
9174,NV,SOUTHGATE APARTMENTS II,0,-4,-4
9177,NV,SOUTHWOOD APARTMENTS,0,-4,-4
35753,NV,STEWART PINES II,0,-4,-4
19805,NV,STONECREEK,0,-4,-4
35754,NV,SUMMIT CREST APARTMENTS,0,-4,-4
25483,NV,SUN RIVER APARTMENTS,0,0,100
25166,NV,SUNDANCE VILLAGE,0,87.1,12.9
10072,NV,SUNRISE APARTMENTS,0,-4,-4
19642,NV,SUNRISE QUARTERS APARTMENTS,0,-4,-4
29218,NV,SUNRISE SENIOR VILLAGE,0,-4,-4
19804,NV,SUNSET CANYON APARTMENTS,0,75.4,24.6
14915,NV,SUNWOOD APARTMENTS,0,0,100
12870,NV,TEMPO SENIOR APTS,0,-4,-4
40577,NV,TERRACINA HENDERSON APTS PHASE I & II,0,79.6,20.4
36178,NV,TERRACINA RENO,0,66.2,33.8
10113,NV,THE BLUFFS APARTMENTS,0,100,0
14594,NV,VILLAGE AT NORTH,0,48,52
580,NV,VILLANOVA APARTMENTS,0,93.4,6.6
36180,NV,VINTAGE AT 7 HILLS AKA ST ROSE,0,87.3,12.7
35752,NV,VINTAGE AT LAUGHLIN,0,-4,-4
29222,NV,VINTAGE DESERT ROSE SENIOR APARTMENTS,0,81.9,18.1
12871,NV,VINTAGE HILLS SENIOR APARTMENTS,0,52.5,47.5
14916,NV,VISTA CREEK APTS,0,-4,-4
31223,NV,VISTA POINT APARTMENTS,0,-4,-4
2694,NV,WASHOE MILLS APTS,0,-4,-4
9175,NV,WILLOWBROOK III APARTMENTS,0,0,100
12869,NV,WILLOWS AT WELLS SENIOR APARTMENTS,0,50,50
40431,NV,WOOD CREEK APARTMENTS,0,100,0
38159,NV,WOODHAUS VILLAGE,0,-4,-4
21534,NV,YALE/KEYES SENIOR APTS,0,-4,-4
7393,NV,YERINGTON GARDEN APTS.,0,-4,-4
20538,NY,1 EAST 35TH ST.,0,100,0
3851,NY,10 FORT WASHINGTON AVE HOUSING,-4,-4,81.7
14965,NY,100 CHENANGO PLACE,0,100,0
40028,NY,100 PULASKI STREET,0,-4,-4
37108,NY,1008 SUMMIT AVENUE,0,-4,-4
12923,NY,101 AVENUE D APARTMENTS,100,0,0
21731,NY,101 WEST END AVENUE (PARK HUDSON),0,100,0
12260,NY,101-117 WORTH STREET,0,100,0
28671,NY,1012 SUMMIT AVENUE,0,-4,-4
30491,NY,1013 BROADWAY,0,-4,-4
9380,NY,1016 WASHINGTON AVE ASSOC LLC,-4,0,-4
31535,NY,1017 TRINITY AVENUE,0,-4,-4
2953,NY,1018 HOE AVENUE,0,-4,-4
7699,NY,102 WEST 142 STREET,0,-4,-4
20802,NY,1022 HOE AVENUE,0,-4,-4
2958,NY,1022 REV JAMES A POLITE AVENUE,0,49.2,50.8
2169,NY,1023 BROADWAY,0,-4,-4
15070,NY,103 WEST 127 STREET,0,100,0
19126,NY,1041 EAST 179 STREET,0,31.1,68.9
15129,NY,1046-1050 HOE AVENUE,100,0,0
738,NY,"104TH STREET HOUSING, LP/YOMO TORO/HARLEM RBI",100,0,0
27893,NY,105 W 128 ST. L.P.,100,0,0
33254,NY,105 WEST 17 STREET,0,-4,-4
19129,NY,106 WEST 138 STREET,0,100,0
32206,NY,1060 SHERMAN AVENUE,0,100,0
3230,NY,1061 TRINITY AVENUE,0,100,0
8697,NY,"1068 GERARD PARTNERSHIP, L.P.",61.7,0,38.3
37006,NY,1069 WALTON AVENUE,0,44.4,55.6
38267,NY,1070 WASHINGTON AVENUE,0,100,0
4905,NY,1074 SUMMIT AVENUE,0,100,0
21735,NY,"1085 WASHINGTON PARTNERSHIP,L.P.",61.8,0,38.2
33098,NY,"1090 FRANKLIN AVENUE ASSOCIATES, LLC",-4,0,-4
36537,NY,1091 PROSPECT AVENUE,0,-4,-4
7599,NY,11 BROADWAY,100,0,0
38416,NY,11-23 ST. CASIMIR APARTMENTS,38.8,0,61.2
32109,NY,111 EAST 172ND STREET,0,100,0
30639,NY,111 NASSAU STREET,0,100,0
36532,NY,"111-113 DEVELOPMENT ASSOC., L.P.",100,0,0
17107,NY,1115 FIRST AVENUE,0,100,0
24376,NY,1133 MANHATTAN AVENUE LLC,-4,0,-4
9332,NY,1165 DELAWARE,-4,54.8,-4
24428,NY,117 EAST 118 STREET,0,-4,-4
3902,NY,"119 MANHATTAN EQUITITES, LLC",100,0,0
10328,NY,1191 CLAY AVENUE,0,-4,-4
26334,NY,1194 SHERMAN AVENUE,0,100,0
7548,NY,12 KNOWLES ST. AND 97 BRUCE AVE,-4,0,-4
9269,NY,120 GERRY STREET HDFC,100,0,0
25693,NY,"1211 SOUTHERN BOULEVARD, LLC",100,0,0
1753,NY,1212 MLK APARTMENTS,73.6,0,26.4
13028,NY,1226 BOYNTON AVENUE,0,100,0
5571,NY,123 EDGECOMBE AVENUE,0,-4,-4
8703,NY,"1240 WASHINGTON AVENUE ASSOCIATES, LP",70.7,0,29.3
32050,NY,125 COURT STREET LLC,-4,0,-4
27998,NY,125 WEST 112 STREET,0,100,0
18917,NY,125 WEST 31 STREET (THE EPIC),0,100,0
28674,NY,125-145 ELM ST. REHAB,-4,0,-4
20011,NY,1251 DE KALB AVENUE,0,-4,-4
3960,NY,1269 MORRIS AVENUE,0,-4,-4
30390,NY,1271 MORRIS AVENUE,0,-4,-4
26994,NY,1279 REV JAMES POLITE AVENUE,0,-4,-4
24813,NY,128 WEST 112 STREET,0,100,0
5528,NY,129-11 JAMAICA AVENUE,0,100,0
15280,NY,131 WEST 137 STREET,0,100,0
4681,NY,1314-1330 MERRIAM AVE,0,100,0
19120,NY,1322 MORRIS AVENUE,0,100,0
741,NY,1323 LOUIS NINE BOULEVARD,0,-4,-4
10273,NY,1325 LAFAYETTE AVENUE,0,71.9,28.1
3695,NY,133 PITT STREET,0,21.7,78.3
17158,NY,1345 TELLER AVENUE,0,100,0
36064,NY,135 WEST 112 STREET,0,100,0
7500,NY,1357 SOUTHERN BOULEVARD,0,48,52
2959,NY,136 WEST 113 STREET,0,100,0
36008,NY,1369 ATLANTIC AVENUE,0,-4,-4
12315,NY,137 WEST 112 STREET,0,100,0
2845,NY,137 WEST 138 STREET,0,100,0
13600,NY,1374 BOSTON ROAD,100,0,0
14972,NY,1380 UNIVERSITY AVE,30.6,0,69.4
36375,NY,1394 CLAY AVENUE,0,-4,-4
5630,NY,13TH STATE STREET,0,100,0
37157,NY,14 WEST 127 STREET,0,100,0
36535,NY,1405 FIFTH AVENUE,-4,0,-4
9438,NY,141 WEST 127 STREET,0,100,0
33158,NY,1420 CROTONA PARK EAST,0,-4,-4
25227,NY,1421 COLLEGE AVENUE,0,33.9,66.1
10277,NY,1421 PROSPECT AVENUE,0,-4,-4
4853,NY,143 WEST 140 STREET,0,100,0
13342,NY,1437 SHAKESPEARE,-4,88,-4
25215,NY,1468 HOE AVENUE,0,-4,-4
7447,NY,147 WEST 127 STREET,0,100,0
10482,NY,149 EAST 165 STREET,0,100,0
17551,NY,149 KENT AVENUE,0,100,0
2008,NY,1493 PARK PLACE,0,-4,-4
39926,NY,15 COPIAGUE COMMONS,0,100,0
8696,NY,150 EAST 44TH STREET,0,100,0
27890,NY,150 VICTORY BOULEVARD,0,0,100
12971,NY,1500 LEXINGTON AVE,0,100,0
12304,NY,1501 LEXINGTON AVENUE,0,100,0
15022,NY,151 WEST 140 STREET,0,100,0
25066,NY,1520 LELAND AVENUE,0,-4,-4
36374,NY,1524 LELAND AVENUE,0,-4,-4
21632,NY,1528 BRYANT AVENUE,0,-4,-4
33253,NY,153 WEST 132 STREET,0,-4,-4
