ID,STATE,PROPERTYNAME,UNITS_RNTASSTNCE_MSNG_PCT,UNITS_RNTASSTNCE_RPTD_0_PCT,UNITS_RNTASSTNCE_RPTD_GRT0_PCT
36125,NJ,HORIZONS AT CLIFTON II #0747,0,66,34
14860,NJ,HORIZONS AT CLIFTON III #0748,0,61.5,38.5
19706,NJ,HORIZONS AT PLAINFIELD #657,0,-4,-4
21528,NJ,HUDSON RIDGE RESIDENCE AT ABERDEEN #1575,0,75.4,24.6
2690,NJ,HUDSON RIDGE SR. RESIDENCES AT ABERDEEN #1574,0,79.7,20.3
35743,NJ,HUNTINGTON-SCHUYLER ESTATES #564,0,-4,-4
12815,NJ,INDEPENDENCE CROSSING #1213,0,-4,-4
35746,NJ,JACOBS LANDING #1504,0,23.8,76.2
12824,NJ,JACOBS LANDING PHASE II #1710,0,-4,-4
25430,NJ,JAMES T. KIRK GARDENS #537,0,-4,-4
25477,NJ,JEWISH FED. CAMPUS APTS. #074,0,-4,-4
2692,NJ,JEWISH HOME & REHAB CTR -#260,0,-4,-4
35698,NJ,JOHN O. PARKER HALL - LITC# 0808,0,64.9,35.1
32764,NJ,JOURNAL SQUARE TOWER #701,0,-4,-4
9167,NJ,KARIN COURT #490,0,-4,-4
26736,NJ,KENNEDY TOWERS II  #06911,0,30,70
37625,NJ,KENT STREET HOUSING #736,0,67.3,32.7
3647,NJ,KENTSHIRE APARTMENTS  #642,0,-4,-4
3593,NJ,KERSHAW COMMONS #1004,0,-4,-4
32763,NJ,KILMER HOMES PHASE I #1325,0,67.8,32.2
36889,NJ,KILMER HOMES PHASE II #1335,0,61,39
37671,NJ,KING PLAZA APARTMENTS #681,0,82.7,17.3
38106,NJ,KING'S WAY APTS. #328,0,0,100
29215,NJ,LAFAYETTE SENIOR LIVING CENTER #654,0,100,0
1808,NJ,LAFAYETTE VILLAGE #546,0,-4,-4
1806,NJ,LAKESIDE APARTMENTS #1144,0,-4,-4
2687,NJ,LAKESIDE VILLAGE #406,0,87.6,12.4
24225,NJ,LAKEWOOD PLAZA SECTION II - LITC #216,0,-4,-4
35747,NJ,LAMBERTON STREET REDEVELOPMENT #324,0,-4,-4
6017,NJ,LANDIS SQUARE SENIOR APARTMENTS #1521,0,84.9,15.1
24867,NJ,LAUREL OAKS - LITC #1105,0,-4,-4
3595,NJ,LAUREL OAKS FAMILY APARTMENTS 2 #1205,0,-4,-4
7333,NJ,LAWNSIDE SENIOR HOUSING #1212,0,100,0
31107,NJ,LAWRENCE PLAZA #424,0,0,100
14536,NJ,LELAND GARDENS #580,0,60.1,39.9
1803,NJ,LEONIA RETIREMENT HOUSING II #0844,0,-4,-4
7383,NJ,LEXINGTON MANOR APARTMENTS #1543,0,-4,-4
17658,NJ,LIBERTY PARK TOWNHOMES #697,0,-4,-4
9120,NJ,LIBERTY PLACE #619,0,67.8,32.2
3635,NJ,LIFE LINK HOMES #06405,0,-4,-4
24222,NJ,LINCOLN AVENUE APARTMENTS #454,0,76.1,23.9
10060,NJ,LINCOLN COMMONS - HADDONFIELD SENIORS #637,0,100,0
17809,NJ,LINCOLN COURT #479,0,100,0
13243,NJ,LINCOLN COURT - PHASE II #480,0,100,0
40271,NJ,LINCOLN HILL VILLAGE #647,0,67.3,32.7
19753,NJ,LINCOLN PARK #0915,0,81.8,18.2
19585,NJ,LINCOLN PARK TOWERS #685,0,0,100
19707,NJ,LINCOLN TOWERS #1446,0,0,100
14813,NJ,LINDEN LAKE SENIOR HOUSING #06912,0,-4,-4
36122,NJ,LINDENWOLD/PINEHILL APARTMENTS #06402,0,60.7,39.3
37667,NJ,LIVING SPRINGS SENIOR RESIDENCE #0921,0,-4,-4
29061,NJ,LOCK STREET APARTMENTS #616,0,0,100
7340,NJ,LOCUST LANDING PHASE I #488,0,-4,-4
3638,NJ,LORD STIRLING SENIOR HOUSING #726,0,-4,-4
13240,NJ,LOUNSBERRY MANOR - LITC# 194,0,-4,-4
3646,NJ,LUMBERTON INDEPENDENT LIVING CAMPUS #347,0,91.4,8.6
19800,NJ,MACEDONIA SENIOR HOUSING #524,0,-4,-4
25428,NJ,MADISON APARTMENTS #0911,0,-4,-4
10011,NJ,MADISON TURNER SENIOR HOUSING #595,0,-4,-4
31934,NJ,MAHER MANOR APARTMENTS #700,0,65.7,34.3
31937,NJ,MANALAPAN WOODS #1005,0,75,25
566,NJ,MAPLE SHADE SENIOR HOUSING #672,0,-4,-4
12768,NJ,MAPLE TREE MANOR #636,0,78.2,21.8
12814,NJ,MAPLETHORNE-STRATFORD-HOUSING #0741,0,-4,-4
8112,NJ,MARIAN TOWERS #640,0,-4,-4
24227,NJ,MARINA BAY TOWERS #506,0,-4,-4
10018,NJ,MARINA VILLAGE #628,0,-4,-4
24180,NJ,MARKET FAIR - LITC #0809,0,77.1,22.9
19758,NJ,MARVELAND CRESCENT - LITC #1660,0,75,25
17660,NJ,MCCORRISTIN SQUARE #539,0,-4,-4
36888,NJ,MCIVER HOMES #1247,0,-4,-4
25429,NJ,MEADOW BROOK APARTMENTS #06406,0,77.7,22.3
38100,NJ,MEADOW GREEN APARTMENTS #1556,0,79.7,20.3
19581,NJ,MEADOW LARK RUN (RIO GRANDE #1307),0,-4,-4
38054,NJ,MEADOWBROOK II #1112,0,66.7,33.3
2594,NJ,MEDFORD COMMONS #06904,0,-4,-4
7331,NJ,MEDFORD SENIOR HOUSING #0909,0,100,0
26787,NJ,MELROSE COURT #1345,0,-4,-4
21484,NJ,METROPOLITAN INN #607,0,-4,-4
19631,NJ,MID CITY II APTS. #399,0,36.7,63.3
19754,NJ,MIDTOWN SENIOR APTS. #724,0,72.5,27.5
25425,NJ,MILAN AT CITY CENTER #1304,0,-4,-4
10013,NJ,MILLENIUM HOMES@WASHINGTON AND DAY #664,0,-4,-4
2646,NJ,MILLENNIUM GARDENS #593,0,100,0
14545,NJ,MILLSTREAM APARTMENTS #578,0,56.3,43.8
7391,NJ,MILLSTREAM APARTMENTS #578,0,56.3,43.8
31935,NJ,MILLVILLE SENIOR HOUSING AKA GLASSTOWN #06908,0,-4,-4
24224,NJ,MONTGOMERY GARDENS FAMILY PHASE I #1653,0,86.8,13.2
31215,NJ,MONTGOMERY HEIGHTS PHASE II  #1655,0,50,50
36127,NJ,MONTVALE COMMONS #1214,0,57.1,42.9
32720,NJ,MORGAN VILLAGE - LITC#1141,0,-4,-4
7336,NJ,MORNINGSTAR SENIOR CITIZEN HSG. #341,0,78.3,21.7
36883,NJ,MT. CARMEL TOWERS #688,0,0,100
2592,NJ,MULLICA WEST #1327,0,32.5,67.5
32770,NJ,MULLLICA WEST PHASE II - LITC# 1505,0,75,25
21149,NJ,NEW BRUNSWICK APARTMENTS #690,0,23.5,76.5
38108,NJ,NEW BRUNSWICK ARTS BUILDING #1760,0,100,0
17653,NJ,NEW BRUNSWICK HOMES HOPE VI  #625,0,22.1,77.9
3590,NJ,NEW COMMUNITY ASSOCIATES #06407,0,0,100
36168,NJ,NEW COMMUNITY ESTATES #345,0,-4,-4
12821,NJ,NEW COMMUNITY MANOR #1541,0,-4,-4
26732,NJ,NEW HOPE COMMUNITY PHASE I #740,0,33.3,66.7
2072,NJ,NEW HOPE COMMUNITY PHASE II #05902,0,55.1,44.9
9171,NJ,NEW HOPE VILLAGE #1750,0,0,100
7343,NJ,NEW HORIZONS PHASE I  #1566,0,-4,-4
25433,NJ,NEW PROVIDENCE AFFORDABLE SR. HSG. #403,0,100,0
25016,NJ,NEW YORK AVENUE APTS. #05401,0,-4,-4
3637,NJ,"NEWARK GENESIS, A HELP USA #0812",0,48,52
40274,NJ,NEWTON TOWN CENTRE #1520,0,75,25
21209,NJ,NORTH 25 HOUSING #1542,0,0,100
14863,NJ,NORTH BERGEN RENAISSANCE I #587,0,84.6,15.4
3591,NJ,NORTH BRUNSWICK CRESCENT #1245,0,72.1,27.9
3687,NJ,NORTH BRUNSWICK SENIOR HOUSING COMPLEX #389,0,-4,-4
21478,NJ,NORTH CAMDEN LAND TRUST #07901,0,78.7,21.3
19635,NJ,NORTH ORATON HOMES #305,0,68.3,31.7
26735,NJ,NORTHGATE II #741,0,0,100
7388,NJ,OAK LANE AT LITTLE EGG HARBOR #1741,0,-4,-4
32889,NJ,OAK PARK APARTMENTS #05411,0,-4,-4
21204,NJ,OAKLAND SQUARE #1642,0,-4,-4
38051,NJ,OAKS AT WESTMINSTER #1102,0,0,100
14809,NJ,OAKVIEW APARTMENTS  #743,0,7.2,92.8
25478,NJ,OAKWOOD TOWERS #1553,0,0,100
10068,NJ,OCEAN BAYVIEW PHASE II -#264,0,100,0
10071,NJ,OCEAN FAMILY APARTMENTS #1749,0,-4,-4
19587,NJ,OCEAN GREEN SENIOR APARTMENTS #1322,0,60.5,39.5
21482,NJ,OCEAN POINTE SENIOR #07909,0,69,31
21529,NJ,OCEAN TOWERS #1576,0,-4,-4
35748,NJ,OLD BRIDGE SENIOR APARTMENTS #513,0,77.3,22.7
29058,NJ,PACIFIC APARTMENTS #0816,0,62,38
2071,NJ,PACIFIC COURT  #711,0,-4,-4
8590,NJ,PADUA COURT #409,0,-4,-4
19584,NJ,PARAMUS COAH AFFORD. HOUSING  #715,0,-4,-4
31149,NJ,PARAMUS SENIOR HOUSING LITC #439,0,71.9,28.1
17808,NJ,PARK AVENUE APARTMENTS #455,0,-4,-4
17811,NJ,PARKERS VIEW #1501,0,-4,-4
37718,NJ,PARKERS WALK #1567,0,0,100
29064,NJ,PARKSIDE FAMILY PHASE II #1001,0,84.3,15.7
2593,NJ,PARKSIDE MANOR #737,0,80.7,19.3
13248,NJ,PARKSIDE MANOR #737,0,80.7,19.3
24172,NJ,PARKSIDE SENIOR HOUSING #0920,0,51.4,48.6
568,NJ,PARKVIEW PERTH AMBOY SENIOR LITC #1003,0,47.6,52.4
24226,NJ,PARVINS BRANCH - #257,0,-4,-4
6022,NJ,PASSAIC HOUSING AUTHORITY RAD #1550,0,0,100
14485,NJ,PATERSON HOPE NORTH MAIN ST. #579,0,77.1,22.9
2639,NJ,PATRIOT VILLAGE #05915,0,-4,-4
1800,NJ,PATRIOT'S COVE #0842,0,-4,-4
14861,NJ,PEAPACK/GLADSTONE FAMILY HOUSING #543,0,100,0
14810,NJ,PEARLYE/PARKVIEW SR. RESIDENCES - LITC #708,0,78.4,21.6
35702,NJ,PELLETTIERI HOMES #487,0,-4,-4
24177,NJ,PENNS GROVE APARTMENTS #683,0,-4,-4
2637,NJ,PENNY POINT APARTMENTS LITC #1348,0,14.8,85.2
13237,NJ,PERTH AMBOY HSG AUTH FAMILY RAD#1753,0,-4,-4
24182,NJ,PERTH AMBOY HSG. AUTH. SENIOR RAD#1754,0,-4,-4
40267,NJ,PINES AT TINTON FALLS #673,0,-4,-4
21479,NJ,PLAINFIELD TOWER WEST #07908,0,0,100
36118,NJ,PLEASANTVILLE MIXED-USE #1303,0,-4,-4
7335,NJ,PLEASANTVILLE SENIOR #1518,0,-4,-4
24223,NJ,PLUCKEMIN PARK #373,0,-4,-4
1811,NJ,PLYMOUTH PLACE APARTMENTS #584,0,-4,-4
12822,NJ,PORTSIDE COMMONS AKA ELIZABETH HOPE VI - #560,0,-4,-4
14811,NJ,PORTSIDE II #665,0,63.6,36.4
9165,NJ,PREAKNESS COMMONS #548,0,-4,-4
21153,NJ,PRINCE 2004 (STELLA GARDENS) #714,0,73.9,26.1
32895,NJ,PRINCE HALL - E.T. BOWSER COMPLEX - LITC#198,0,-4,-4
21207,NJ,PROJECT FREEDOM AT HAMILTON #585,0,29.2,70.8
17662,NJ,PROJECT FREEDOM AT LAWRENCE #653,0,40.7,59.3
17651,NJ,PROJECT FREEDOM AT TRENT CENTER #06905,0,65.4,34.6
24229,NJ,PROJECT HOME #528,0,-4,-4
26788,NJ,PROSPECT PARK APARTMENTS #1560,0,0,100
2641,NJ,PROVIDENCE SQUARE II  #0907,0,66,34
1957,NJ,RACHEL GARDENS #291,0,-4,-4
25021,NJ,RACHEL GARDENS #370,0,-4,-4
6023,NJ,RAHWAY RESIDENCES FOR THE ARTS #1510,0,70.7,29.3
562,NJ,RED OAK MANOR #582,0,-4,-4
31939,NJ,REINHARD MANOR #1316,0,-4,-4
38103,NJ,RESIDENCES AT SYMPHONY HALL  #1524,0,48.3,51.7
6012,NJ,REVERE RUN # 1203,0,-4,-4
37675,NJ,RICHARDSON LOFTS LITC#1049,0,-4,-4
10017,NJ,RIVER ROAD AFFORDABLE (SITE E) #05916,0,80.5,19.5
24868,NJ,RIVER ROAD CONDOMINIUM #610,0,-4,-4
31096,NJ,RIVER VALE SENIOR RESIDENCE #1445,0,-4,-4
24129,NJ,RIVERFRONT VILLAGE AT PENNSAUKEN LITC#1329,0,-4,-4
25432,NJ,RIVERSIDE ARMS APARTMENTS #1564,0,37.8,62.2
3592,NJ,RIVERSIDE URBAN RENEWAL #662,0,27.6,72.4
21483,NJ,RIVERWALK SENIOR APARTMENTS #677,0,72.2,27.8
21198,NJ,ROBERT NOBLE MANOR LITC#0908,0,54.5,45.5
19636,NJ,ROEBLING VILLAGE INN - LITC #447,0,-4,-4
10063,NJ,ROOSEVELT HOSPITAL #1519,0,83.3,16.7
37668,NJ,ROOSEVELT MANOR 9&10 -CENTERVILLE SOUTH #0817,0,-4,-4
9122,NJ,ROOSEVELT MANOR PH V/CARL MILLER HOMES #06916,0,-4,-4
38057,NJ,ROOSEVELT MANOR PHASE 12 #07916,0,-4,-4
17652,NJ,ROOSEVELT MANOR PHASE 7 #07903,0,-4,-4
8496,NJ,"ROOSEVELT MANOR/BRANCH VILLAGE, PH. II #1045",0,100,0
8495,NJ,ROSEGATE SENIOR HOUSING  #692,0,74.5,25.5
21197,NJ,ROSELLE SENIOR RESIDENCE - LITC #0743,0,-4,-4
21156,NJ,ROSEVILLE COMMONS #0944,0,63.3,36.7
19755,NJ,ROSEVILLE SENIOR #1757,0,0,100
24865,NJ,ROYAL CRESCENT #06414,0,71.9,28.1
25014,NJ,ROYAL OAKS APARTMENTS #06914,0,-4,-4
36171,NJ,ROYAL TIMBERS #380,0,86.4,13.6
26835,NJ,"RUG MILL FAMILIES, LP #569",0,81.7,18.3
32887,NJ,RUG MILL SENIOR #570,0,74.5,25.5
36170,NJ,RUNSEN HOUSE #272,0,-4,-4
21152,NJ,SADDLE BROOK COURT #1103,0,71.8,28.2
25015,NJ,SALEM HISTORIC HOMES II - LITC #671,0,-4,-4
5863,NJ,SALEM HISTORIC HOMES PHASE I - LITC #661,0,71.4,28.6
8115,NJ,SALEM LAFAYETTE APARTMENTS #1352,0,0,100
25426,NJ,SALEM LAFAYETTE APARTMENTS #1352,0,0,100
7337,NJ,SALEM LAFAYETTE APARTMENTS #473,0,-4,-4
12769,NJ,SALEM SENIOR VILLAGE  #747,0,50,50
26793,NJ,SAM'S PLACE #561,0,100,0
31220,NJ,SAMUEL MILLER RETIREMENT COMMUNITY #05909,0,-4,-4
14543,NJ,SAYREVILLE SENIOR HOUSING #325,0,82,18
31941,NJ,SCENIC FALLS AFFORDABLE HOUSING #429,0,-4,-4
14818,NJ,SCOTLAND COMMONS AKA JUSTIN COMMONS - #1002,0,68.9,31.1
36121,NJ,SCUDDER HOMES FAMILY RENTAL #06920,0,-4,-4
17661,NJ,SCUDDER HOMES SENIOR HOUSING #0749,0,-4,-4
36126,NJ,SEASHORE GARDENS #0912,0,81,19
14486,NJ,SEAVIEW MANOR #732,0,-4,-4
13246,NJ,SEBASTIAN VILLA #1573,0,-4,-4
9166,NJ,SECOND WESTFIELD SR. CITIZEN HOUSING #362,0,-4,-4
40269,NJ,SENIOR HORIZONS AT CLIFTON #691,0,84.8,15.2
14489,NJ,SENIOR HORIZONS OF BAYONNE #623,0,-4,-4
17812,NJ,SERGI FARMS #417,0,-4,-4
13194,NJ,SHARP ROAD # 07905,0,-4,-4
1812,NJ,SIENA VILLAGE AT WAYNE #346,0,70.6,29.4
36882,NJ,SIERRA GARDENS #656,0,-4,-4
36176,NJ,SKYLINE TOWER #646,0,-4,-4
1956,NJ,SOJOURNER DOUGLASS HOMES #481,0,100,0
13195,NJ,SOMERSET COUNTY SUPPORTIVE HSG - LITC #676,0,-4,-4
26794,NJ,"SOUTH BROADWAY PARTNERSHIP, LP #227",0,100,0
32718,NJ,SOUTH ESSEX COURT #713,0,-4,-4
19588,NJ,SOUTH PLAINFIELD SENIOR HOUSING #554,0,88,12
24171,NJ,SOUTH VILLAGE I AND II - #1444,0,0,100
10014,NJ,SPRING MILL APARTMENTS #622,0,69.9,30.1
13196,NJ,SPRINGFIELD COMMONS  #729,0,77.5,22.5
8489,NJ,SPRINGFIELD VILLAGE #663,0,-4,-4
32841,NJ,SPRINGFIELD VILLAGE SENIOR RESIDENCES #1108,0,68.1,31.9
37672,NJ,SPRINGSIDE SCHOOL #1211,0,-4,-4
24179,NJ,SPRUCE GARDENS #05410,0,86.7,13.3
571,NJ,SPRUCE SENIOR HOUSING #649,0,18.9,81.1
2642,NJ,SPRUCE STREET SENIOR RESIDENCES #1320,0,-4,-4
31892,NJ,ST. CLARE'S MONASTERY  #577,0,57.1,42.9
10070,NJ,ST. JAMES II-SUB REHAB PROJECT - LITC #383,0,-4,-4
26837,NJ,ST. MICHAEL'S MONASTERY #1551,0,-4,-4
5865,NJ,ST.BRIDGET'S SENIOR RESIDENCE #1109,0,47.7,52.3
570,NJ,STAFFORD PARK APARTMENTS #0804,0,87.4,12.6
19757,NJ,STEPPING STONES COMMONS #504,0,-4,-4
36174,NJ,STEVEN L. MIROTA SR. CITIZENS #450,0,78.3,21.7
35744,NJ,STEVENS AVE. PROJECT #392,0,-4,-4
17659,NJ,STORMS AVENUE #0745,0,-4,-4
8537,NJ,STUDEBAKER LOFTS #0806,0,64.7,35.3
9168,NJ,SUMMER HILL APARTMENTS #430,0,51.8,48.2
38111,NJ,SUNRISE HOUSE #443,0,-4,-4
12816,NJ,SYCAMORE RIDGE LITC#1354,0,-4,-4
40265,NJ,TANYARD OAKS #07902,0,-4,-4
35700,NJ,TAUNTON RUN #397,0,-4,-4
14539,NJ,TEANECK SENIOR HOUSING #1451,0,-4,-4
31147,NJ,TELEPHONE HEIGHTS #076,0,47.7,52.3
7389,NJ,TELEPHONE HEIGHTS #1849,0,47.7,52.3
10066,NJ,TENNESSEE GREEN #1559,0,76.9,23.1
21155,NJ,TEWKSBURY SUPPORTIVE HOUSING #05908,0,-4,-4
38055,NJ,THE ASPIRE #1249,0,-4,-4
26784,NJ,THE BEACH AT SOUTH INLET #1646,0,-4,-4
8539,NJ,THE BEACHVIEW RESIDENCES #1215,0,-4,-4
21252,NJ,THE BERKELEY #525,0,-4,-4
10067,NJ,THE CHAMBERS BRIDGE RESIDENCE #502,0,65.7,34.3
35693,NJ,THE FLICKER RESIDENCES - LITC #629,0,-4,-4
21157,NJ,THE GARDEN BUILDING #748,0,-4,-4
12773,NJ,THE GARDENS AT BIRMINGHAM #1204,0,76.6,23.4
21480,NJ,THE HAMLET AT BEAR CREEK #643,0,80.3,19.7
1802,NJ,THE MEADOWS #1250,0,58.9,41.1
6014,NJ,THE MEADOWS AT PYNE POYNT #1010,0,72.5,27.5
25019,NJ,THE MEWS AT COLLINGWOOD PARK #583,0,78.9,21.1
38059,NJ,THE OAKS AT WEATHERBY #0916,0,75.3,24.7
7341,NJ,THE PALISADES #611,0,-4,-4
2688,NJ,THE PAVILION AT LUFTMAN  #436,0,78.3,21.7
1809,NJ,THE PAVILLION #1554,0,84.4,15.6
3644,NJ,THE PLACE AT PLAINSBORO #1705,0,-4,-4
25424,NJ,THE PLAZA AT SPRINGFIELD VILLAGE #1111,0,65.3,34.7
31942,NJ,THE PONDS AT JACKSON 21 #1641,0,-4,-4
14492,NJ,THE SUMMIT #626,0,100,0
26792,NJ,THE UNION CITY RENAISSANCE - LITC #609,0,-4,-4
1807,NJ,THE VILLAGE AT WOODSTOWN #0913,0,73.3,26.7
2691,NJ,TIFFANY MANOR #197,0,-4,-4
17810,NJ,TINTON FALLS SENIOR RESIDENCE #416,0,90,10
21154,NJ,TOMS RIVER CRESCENT #07906,0,-4,-4
8549,NJ,TOMS RIVER FAMILY APTS #1656,0,75.5,24.5
1801,NJ,TOWNHOUSE TERRACE EAST I #0941,0,0,100
31943,NJ,TRENT CENTER EAST #1448,0,5.3,94.7
12820,NJ,TRENT CENTER WEST #1449,0,-4,-4
14488,NJ,TRENTON PROSPECT HOUSE #05906,0,77.3,22.7
25423,NJ,TRI-CORNER HOMES #06902,0,-4,-4
40427,NJ,TWO OSBORNE TERRACE #1244,0,72,28
25017,NJ,UJIMA VILLAGE - LITC #652,0,72.5,27.5
31940,NJ,UNION GARDENS #1046,0,23.1,76.9
36175,NJ,UNITED COMMUNITY VILLAGE #534,0,-4,-4
19633,NJ,"URBAN RENEWAL OF ELIZABETHPORT, L.P. #552",0,-4,-4
14814,NJ,VALLEY BROOK VILLAGE  #1113,0,-4,-4
32769,NJ,VALLEY BROOK VILLAGE II  #1723,0,0,100
13241,NJ,VICTORIAN TOWERS #1762,0,-4,-4
26795,NJ,VILLA BORINQUEN II - #271,0,100,0
26738,NJ,VILLA ESPERANZA #678,0,-4,-4
573,NJ,VILLA VICTORIA APARTMENTS - LITC# 1854,0,0,100
32842,NJ,VILLAGE AT GARWOOD #1341,0,-4,-4
7332,NJ,VILLAGE AT ST. PETER'S #1041,0,-4,-4
19579,NJ,VINELAND GARDENS #0841,0,-4,-4
9125,NJ,VISIONS @ ABSECON AFFORDABLE SENIOR #1644,0,-4,-4
8544,NJ,VISIONS @ ABSECON FAMILY #1643,0,-4,-4
14540,NJ,VISTA VILLAGE LITC #1767,0,-4,-4
14859,NJ,VOORHEES STATION #1206,0,-4,-4
37673,NJ,VREELAND PARK RESIDENCES #1048,0,100,0
1958,NJ,WAKEMAN SQUARE #364,0,-4,-4
31102,NJ,WALNUT MANOR - LITC# 05404,0,-4,-4
36119,NJ,WALTER G. ALEXANDER PHASE III #1305,0,-4,-4
31100,NJ,WALTER G. ALEXANDER VILLAGE I - LITC# 1006,0,70.8,29.2
40270,NJ,"WALTER G. ALEXANDER, PHASE II - LITC#1008",0,60.4,39.6
3641,NJ,WARREN STREET APARTMENTS - PHASE II #521,0,-4,-4
8543,NJ,WARREN STREET APARTMENTS-PHASE I #452,0,-4,-4
8487,NJ,WASHINGTON DODD APARTMENTS #0940,0,-4,-4
14868,NJ,WASHINGTON STREET APARTMENTS #1763,0,64.1,35.9
2645,NJ,WATERFRONT VILLAGE - LITC #1517,0,100,0
24175,NJ,WATERS EDGE CRESCENT #0901,0,51.4,48.6
567,NJ,WEBB APARTMENTS #06918,0,-4,-4
3645,NJ,WEEHAWKEN SENIOR HOUSING #499,0,60.7,39.3
26790,NJ,WEEQUAHIC PARK APARTMENTS #101,0,-4,-4
26785,NJ,WEEQUAHIC PARK APARTMENTS VI #440,0,-4,-4
17807,NJ,WEEQUAHIC PARK APTS V #476,0,-4,-4
40424,NJ,WEEQUAHIC PARK APTS. III #390,0,-4,-4
25474,NJ,WEEQUAHIC PARK APTS. IV #420,0,-4,-4
26739,NJ,WEST ELECTRONIC BUILDING #606,0,100,0
17656,NJ,WEST KINNEY GARDENS (B) PHASE I-B #698,0,-4,-4
32721,NJ,WEST KINNEY GARDENS PHASE I-A  #679,0,76.7,23.3
29214,NJ,WEST LAKE SENIOR APARTMENTS #702,0,-4,-4
8493,NJ,WEST NEW YORK - MADISON & DEWEY - LITC #631,0,-4,-4
31219,NJ,WEST SIDE VILLAGE #553,0,81.1,18.9
38104,NJ,WEST WYNNE - LITC# 095,0,-4,-4
19632,NJ,WESTERING PLACE AKA AMWELL COMMONS #1522,0,67.9,32.1
8107,NJ,WESTFIELD ACRES RENTAL PHASE I - LITC #660,0,100,0
29059,NJ,WESTLAKE MEWS #633,0,67.8,32.2
37623,NJ,WESTMINSTER HEIGHTS #1101,0,27.7,72.3
36117,NJ,WESTMONT STATION (WESMONT STATION)  #1302,0,75,25
3642,NJ,WESTPORT HOMES HOPE VI #600,0,89.7,10.3
13239,NJ,WESTVILLE SENIOR #1527,0,46,54
19634,NJ,WHARTON SENIOR CITIZENS HSG. #408,0,53,47
9116,NJ,WHISPERING HILLS APARTMENTS #1104,0,-4,-4
32723,NJ,WHISPERING WATERS PHASE I #0803,0,-4,-4
569,NJ,WHISPERING WATERS PHASE II #07915,0,-4,-4
8494,NJ,WHITE OAK LANE AT MANTUA #1208,0,84.7,15.3
31099,NJ,WHITNEY CRESCENT #0906,0,-4,-4
17655,NJ,WILLOW POINT AT VISTA CENTER #680,0,85,15
6020,NJ,WILLOWS AT CRANBURY #1842,0,-4,-4
13244,NJ,WILLOWS AT FLEMINGTON JUNCTION  #1502,0,73.8,26.2
21249,NJ,WILLOWS AT ORCHARD ROAD #1456,0,-4,-4
14910,NJ,WILLOWS AT TOMS RIVER #1742,0,-4,-4
7338,NJ,WILLOWS AT WARETOWN #1447,0,-4,-4
19760,NJ,WILLOWS AT WESTAMPTON - LITC# 1503,0,-4,-4
40425,NJ,WILLOWS AT WHITING #1743,0,-4,-4
37719,NJ,WINDING RIDGE LITC#1766,0,52.6,47.4
37666,NJ,WINDSOR CRESCENT #0919,0,-4,-4
14538,NJ,WINFIELD SCOTT TOWER #475,0,100,0
9117,NJ,WINSLOW CROSS CREEK FAMILY APTS. PH I #1330,0,70.5,29.5
31933,NJ,WINSLOW CROSS CREEK FAMILY APTS. PH I #1330,0,70.5,29.5
38058,NJ,WINSLOW CROSS CREEK PHASE II #1209,0,75,25
14493,NJ,WINTERBURN GARDENS #1313,0,-4,-4
3640,NJ,WOODHAVEN AT SOUTH BRUNSWICK #160,0,75.3,24.7
9118,NJ,WOODLANDS AT RAMSEY #752,0,0,100
36886,NJ,WOODROW WILSON - PHASE I #1106,0,67.2,32.8
31103,NJ,WOODROW WILSON PHASE II #1207,0,60.7,39.3
10019,NJ,WOODROW WILSON PHASE III #1310,0,54.3,45.7
14815,NJ,WOODWARD HOMES #669,0,-4,-4
25476,NJ,WOOLWICH FAMILY HOUSING #1509,0,-4,-4
25434,NJ,WYNDHURST AT PLAINSBORO #259,0,82.4,17.6
19586,NJ,WYNONA LIPMAN ARMS #648,0,-4,-4
24274,NM,ALTA TIERRA APARTMENTS,51.8,0,48.2
31267,NM,ALTA VISTA APARTMENTS,93,0,7
9218,NM,ANASAZI VILLAGE (AIRPORT VISTA APTS),85.1,0,14.9
26844,NM,ANDALUSIA APARTMENTS,-4,0,-4
12872,NM,APPLE RIDGE APARTMENTS,0,0,100
7438,NM,ARIOSO APARTMENTS,85.8,0,14.2
21579,NM,ARROWHEAD RIDGE APARTMENTS,83.1,0,16.9
19810,NM,ARROYO VILLAS APARTMENTS,78.3,0,21.7
14642,NM,ARROYO VISTA APARTMENTS,66.3,0,33.7
25174,NM,ARTESIA PROPERTIES,-4,0,-4
3692,NM,ASPEN RIDGE APARTMENTS,77,0,23
36222,NM,AZTEC PROPERTIES II,0,0,100
2115,NM,AZTEC VILLAGE,92.1,0,7.9
13445,NM,BELEN VISTA APARTMENTS,0,0,100
32001,NM,BELLA VISTA APARTMENTS,60,0,40
25531,NM,BELLA VISTA TOWNHOMES,62.7,0,37.3
7441,NM,BRENTWOOD GARDENS APTS.,0,0,100
28561,NM,BROADWAY APARTMENTS (AVALON COVE),-4,0,-4
28563,NM,BROADWAY PLACE,-4,0,-4
28568,NM,BROOKS HINDES,100,0,0
17387,NM,BROOKS HINDES,100,0,0
6172,NM,BUENA VISTA (A.K.A) MEADOW LARK SR. APTS.,85.7,0,14.3
591,NM,"CABALLO PEAK/CANYON RIM TERRACE., LP",-4,0,-4
18860,NM,CAMPO ALEGRIA APARTMENTS,50,0,50
35798,NM,CANON DE ARROWHEAD,80.9,0,19.1
